,rid,sid,text,category_polarity_list,categorys,category_num
310,78,78:0,This is a nicely sized laptop with lots of processing power and long battery life.,"[('LAPTOP#DESIGN_FEATURES', 'positive'), ('CPU#OPERATION_PERFORMANCE', 'positive'), ('BATTERY#OPERATION_PERFORMANCE', 'positive')]","['LAPTOP#DESIGN_FEATURES', 'CPU#OPERATION_PERFORMANCE', 'BATTERY#OPERATION_PERFORMANCE']",3
311,78,78:1,Love it so far.,"[('LAPTOP#GENERAL', 'positive')]",['LAPTOP#GENERAL'],1
312,270,270:0,The Toshiba Net book operates very well.,"[('LAPTOP#OPERATION_PERFORMANCE', 'positive')]",['LAPTOP#OPERATION_PERFORMANCE'],1
313,270,270:1,The only objection I have is that after you buy it the windows 7 system is a starter and charges for the upgrade.,"[('OS#MISCELLANEOUS', 'negative')]",['OS#MISCELLANEOUS'],1
314,214,214:0,"I bought this netbook for traveling, and it's great - light, functional, and meets my needs.","[('LAPTOP#GENERAL', 'positive'), ('LAPTOP#DESIGN_FEATURES', 'positive'), ('LAPTOP#PORTABILITY', 'positive'), ('LAPTOP#OPERATION_PERFORMANCE', 'positive')]","['LAPTOP#GENERAL', 'LAPTOP#DESIGN_FEATURES', 'LAPTOP#PORTABILITY', 'LAPTOP#OPERATION_PERFORMANCE']",4
315,214,214:1,"The touchpad is extremely sensitive, which is the only drawback.","[('MOUSE#OPERATION_PERFORMANCE', 'negative'), ('LAPTOP#GENERAL', 'positive')]","['MOUSE#OPERATION_PERFORMANCE', 'LAPTOP#GENERAL']",2
316,214,214:2,"Otherwise, I love it!","[('LAPTOP#GENERAL', 'positive')]",['LAPTOP#GENERAL'],1
317,350,350:0,I shopped around before buying.,[],[],0
318,350,350:1,I wasn't really sure I wanted to spend that kind of money!,"[('LAPTOP#PRICE', 'negative')]",['LAPTOP#PRICE'],1
319,350,350:2,It Was a great deal after all.,"[('LAPTOP#GENERAL', 'positive'), ('LAPTOP#PRICE', 'positive')]","['LAPTOP#GENERAL', 'LAPTOP#PRICE']",2
320,350,350:3,I LOVE it!,"[('LAPTOP#GENERAL', 'positive')]",['LAPTOP#GENERAL'],1
321,350,350:4,I should have bought one a long time ago.,"[('LAPTOP#GENERAL', 'positive')]",['LAPTOP#GENERAL'],1
322,350,350:5,Not enough time for me to give it 5 stars!,"[('LAPTOP#GENERAL', 'neutral')]",['LAPTOP#GENERAL'],1
323,294,294:0,"I've had the MacBook Pro 15 for about three weeks, and it really is a great computer.","[('LAPTOP#GENERAL', 'positive')]",['LAPTOP#GENERAL'],1
324,294,294:1,I have only had PCs with Windows before so this takes a little getting use to.,"[('OS#USABILITY', 'neutral')]",['OS#USABILITY'],1
325,294,294:2,The real stand out on this computer is the feel of the keyboard and it's speed.,"[('KEYBOARD#QUALITY', 'positive'), ('LAPTOP#OPERATION_PERFORMANCE', 'positive')]","['KEYBOARD#QUALITY', 'LAPTOP#OPERATION_PERFORMANCE']",2
326,294,294:3,"It is fast booting up , shutting down, and connection with the internet.","[('LAPTOP#OPERATION_PERFORMANCE', 'positive'), ('LAPTOP#CONNECTIVITY', 'positive')]","['LAPTOP#OPERATION_PERFORMANCE', 'LAPTOP#CONNECTIVITY']",2
327,294,294:4,The one thing I wish it had was a detailed hardcopy manuel.,"[('LAPTOP#MISCELLANEOUS', 'negative')]",['LAPTOP#MISCELLANEOUS'],1
328,294,294:5,"I think the manual is somewhere on the hard drive, but I rather have a hard copy.","[('LAPTOP#MISCELLANEOUS', 'neutral')]",['LAPTOP#MISCELLANEOUS'],1
329,239,239:0,"If what you need is a machine to do some surfing, email checking, word processing, and watching a movie or two, this is the machine you want.","[('LAPTOP#MISCELLANEOUS', 'positive')]",['LAPTOP#MISCELLANEOUS'],1
330,239,239:1,It's priced very reasonable and works very well right out of the box.,"[('LAPTOP#PRICE', 'positive'), ('LAPTOP#OPERATION_PERFORMANCE', 'positive')]","['LAPTOP#PRICE', 'LAPTOP#OPERATION_PERFORMANCE']",2
331,239,239:2,"If you want a little more custom ability, drop a few bucks and upgrade to one of the more robust versions of Win 7 and grab a 2GB stick of memory to spice it all up a bit more.",[],[],0
332,239,239:3,(I found a 2GB stick for a bit under $50),[],[],0
333,239,239:4,"Nice and portable and definitely a decent enough system to keep you entertained while sitting in the airplane for a couple of hours, or at the hotel taking care of some last minute details and documents.","[('LAPTOP#GENERAL', 'positive'), ('LAPTOP#PORTABILITY', 'positive'), ('LAPTOP#MISCELLANEOUS', 'positive')]","['LAPTOP#GENERAL', 'LAPTOP#PORTABILITY', 'LAPTOP#MISCELLANEOUS']",3
334,239,239:5,My ONLY issues are:,[],[],0
335,239,239:6,the screen/video resolution won't increase to a higher resolution then 1024 x 60,"[('DISPLAY#QUALITY', 'negative')]",['DISPLAY#QUALITY'],1
336,239,239:7,"That being said, it still runs video in full screen decently.","[('DISPLAY#OPERATION_PERFORMANCE', 'neutral')]",['DISPLAY#OPERATION_PERFORMANCE'],1
337,239,239:8,"The sound is a bit quiet if you're on a plane, this can easily be overcome with a decent pair of head phones.","[('MULTIMEDIA_DEVICES#QUALITY', 'neutral')]",['MULTIMEDIA_DEVICES#QUALITY'],1
338,239,239:9,"Bottom line, I doubt you'd be overly disappointed if you invest in this machine.","[('LAPTOP#GENERAL', 'positive')]",['LAPTOP#GENERAL'],1
339,85,85:0,"Okay, let's just start out by saying I am in no way a computer techy.",[],[],0
340,85,85:1,"I am a wife, mom and a school teacher and a college student.",[],[],0
341,85,85:2,"Trying to balance all of my roles leaves very little time for me to do anything, so I want to manage my time I do have to be the most efficient.",[],[],0
342,85,85:3,I work on a PC at home and have used Pc all through college.,[],[],0
343,85,85:4,"I use the computer to basically check emails, surf the web, print coupons and for my college papers.",[],[],0
344,85,85:5,I was getting extrememly frustrated when I would want to do these simple taks that I would have to wait and wait and wait for things to download or virus that would clog up my PC.,[],[],0
345,85,85:6,It would take up too much time to do reaearch for my papers and I would be up hours-just because the computer was too slow.,[],[],0
346,85,85:7,My brother is a computer wiz and would laugh at me because he used an Apple.,[],[],0
347,85,85:8,"Finally, I couldn't take it anymore and ordered my Apple.",[],[],0
348,85,85:9,"Yes, I thought the expese was a little much, but I now realize you get what you pay for.","[('LAPTOP#PRICE', 'negative'), ('LAPTOP#GENERAL', 'positive')]","['LAPTOP#PRICE', 'LAPTOP#GENERAL']",2
349,85,85:10,"I love my Apple, it is quick and easy to use.","[('LAPTOP#GENERAL', 'positive'), ('LAPTOP#OPERATION_PERFORMANCE', 'positive'), ('LAPTOP#USABILITY', 'positive')]","['LAPTOP#GENERAL', 'LAPTOP#OPERATION_PERFORMANCE', 'LAPTOP#USABILITY']",3
350,85,85:11,"I've had to call Apple support to set up my new printer and have had wonderful experiences with helpful, english speaking (from Vancouver) techs that walked me through the processes to help me.","[('SUPPORT#QUALITY', 'positive')]",['SUPPORT#QUALITY'],1
351,85,85:12,I can't say enough of how satisfied I am with their product and help aftermarket.,"[('LAPTOP#GENERAL', 'positive'), ('SUPPORT#QUALITY', 'positive')]","['LAPTOP#GENERAL', 'SUPPORT#QUALITY']",2
352,85,85:13,Money and time well spent!,"[('LAPTOP#GENERAL', 'positive'), ('LAPTOP#PRICE', 'positive')]","['LAPTOP#GENERAL', 'LAPTOP#PRICE']",2
353,85,85:14,Highly recommended!,"[('LAPTOP#GENERAL', 'positive')]",['LAPTOP#GENERAL'],1
354,84,84:0,I was looking for a mac which is portable and has all the features that I was looking for.,[],[],0
355,84,84:1,"The 13"" Macbook Pro just fits in my budget and with free shipping and no tax to CA this is the best price we can get for a great product.","[('LAPTOP#PRICE', 'positive'), ('SHIPPING#PRICE', 'positive'), ('LAPTOP#GENERAL', 'positive')]","['LAPTOP#PRICE', 'SHIPPING#PRICE', 'LAPTOP#GENERAL']",3
356,84,84:2,"The Macbook arrived in a nice twin packing and sealed in the box, all the functions works great.","[('LAPTOP#MISCELLANEOUS', 'positive'), ('LAPTOP#OPERATION_PERFORMANCE', 'positive')]","['LAPTOP#MISCELLANEOUS', 'LAPTOP#OPERATION_PERFORMANCE']",2
357,84,84:3,I would recommend anyone to buy from pcconnection express.,[],[],0
358,84,84:4,Speakers doesn't sound that great.,"[('MULTIMEDIA_DEVICES#QUALITY', 'negative')]",['MULTIMEDIA_DEVICES#QUALITY'],1
359,84,84:5,The battery life also doesn't keep up with the claim but still I think macbook is much ahead from the rest of the pack.,[],[],0
360,193,193:0,This was an update from an early MacBook Pro.,[],[],0
361,193,193:1,"Love the speed, especially!","[('LAPTOP#OPERATION_PERFORMANCE', 'positive')]",['LAPTOP#OPERATION_PERFORMANCE'],1
362,193,193:2,So glad I decided to upgrade!,"[('LAPTOP#GENERAL', 'positive')]",['LAPTOP#GENERAL'],1
363,193,193:3,"Thanks, MacConnection, for making this a seamless purchase!",[],[],0
364,332,332:0,"I've owned this labtop for less then two months, already the mouse button has broke.","[('MOUSE#QUALITY', 'negative')]",['MOUSE#QUALITY'],1
365,332,332:1,"Still under warrenty so called Toshiba, no help at all.","[('SUPPORT#QUALITY', 'negative')]",['SUPPORT#QUALITY'],1
366,332,332:2,I'm stuck w/ a broken computer.,"[('LAPTOP#QUALITY', 'negative')]",['LAPTOP#QUALITY'],1
367,332,332:3,"Will not buy another Toshiba, this is my second, not happy w/ either.","[('LAPTOP#GENERAL', 'negative'), ('COMPANY#GENERAL', 'negative')]","['LAPTOP#GENERAL', 'COMPANY#GENERAL']",2
368,55,55:0,This is my 3rd Apple Laptop and first MacBook Pro.,[],[],0
369,55,55:1,"I love its solid build, light wt and excellent battery life (for now).","[('LAPTOP#QUALITY', 'positive'), ('LAPTOP#DESIGN_FEATURES', 'positive'), ('BATTERY#OPERATION_PERFORMANCE', 'positive')]","['LAPTOP#QUALITY', 'LAPTOP#DESIGN_FEATURES', 'BATTERY#OPERATION_PERFORMANCE']",3
370,55,55:2,Excellent LED monitor and well equipped.,"[('DISPLAY#DESIGN_FEATURES', 'positive'), ('LAPTOP#DESIGN_FEATURES', 'positive')]","['DISPLAY#DESIGN_FEATURES', 'LAPTOP#DESIGN_FEATURES']",2
371,55,55:3,I love the Apple products.,"[('COMPANY#GENERAL', 'positive')]",['COMPANY#GENERAL'],1
372,86,86:0,"The Toshiba Mini Notebook, Model NB 305-N410BL, is a great little computer.","[('LAPTOP#GENERAL', 'positive')]",['LAPTOP#GENERAL'],1
373,86,86:1,"It is easy to use, its keyboard easily accommodates large hands, and its weight is fantasic.","[('KEYBOARD#DESIGN_FEATURES', 'positive'), ('KEYBOARD#USABILITY', 'positive'), ('LAPTOP#DESIGN_FEATURES', 'positive'), ('LAPTOP#USABILITY', 'positive')]","['KEYBOARD#DESIGN_FEATURES', 'KEYBOARD#USABILITY', 'LAPTOP#DESIGN_FEATURES', 'LAPTOP#USABILITY']",4
374,86,86:2,"Upgrading from Windows 7 Starter, thru Windows 7 Home Premium, to Windows 7 Professional was a snap;","[('LAPTOP#USABILITY', 'positive')]",['LAPTOP#USABILITY'],1
375,86,86:3,both upgrades were quickly accomplished after purchasing the necessary Product Key.,"[('LAPTOP#USABILITY', 'positive')]",['LAPTOP#USABILITY'],1
376,86,86:4,"Other installed features, such as certain printer software, are also most attractive.","[('LAPTOP#DESIGN_FEATURES', 'positive')]",['LAPTOP#DESIGN_FEATURES'],1
377,127,127:0,"Ever since I bought this laptop, so far I've experience nothing but constant break downs of the laptop and bad customer services I received over the phone with toshiba customer services hotlines.","[('LAPTOP#QUALITY', 'negative'), ('SUPPORT#QUALITY', 'negative')]","['LAPTOP#QUALITY', 'SUPPORT#QUALITY']",2
378,127,127:1,I constantly had to send my laptop in for services every 3 months and it always seems to be the same problem that they said they had already fixed.,"[('LAPTOP#QUALITY', 'negative'), ('SUPPORT#QUALITY', 'negative')]","['LAPTOP#QUALITY', 'SUPPORT#QUALITY']",2
379,127,127:2,"Toshiba customer services will indirectly deal with your problems by constantly tranferring you from one country to another, and I am not kidding you, I called different hours of the day and you'll get someone else from another country trying to get you to tell them your life story all over again, since they make it sound like they don't have your history list of your calls right in front of them.","[('SUPPORT#QUALITY', 'negative')]",['SUPPORT#QUALITY'],1
380,127,127:3,It's a long and tirring process that after a while it seems like their game plan was to wear you out so you would want to give up on contacting them.,"[('SUPPORT#QUALITY', 'negative')]",['SUPPORT#QUALITY'],1
381,127,127:4,"And at one point, they blame me for installing a bad memory stick when I upgrade my memory for the first time during my purchase of the laptop (I bought the memory stick they recomended).","[('SUPPORT#QUALITY', 'negative')]",['SUPPORT#QUALITY'],1
382,127,127:5,"Long story short, since I experience so many problems with my laptop every since I bought it from day one, I didn't ask for a new laptop or a refund of what I pay for a crapy laptop, but just an extension of my laptop warranty for another year, they made a big deal of out that and after so many calls and complaints about their products and services, they finally gave in.","[('LAPTOP#QUALITY', 'negative'), ('SUPPORT#QUALITY', 'negative')]","['LAPTOP#QUALITY', 'SUPPORT#QUALITY']",2
383,127,127:6,Was this product worth my time and money to ever want to purchase another products that is toshiba or relating to toshiba?,"[('LAPTOP#GENERAL', 'negative'), ('COMPANY#GENERAL', 'negative')]","['LAPTOP#GENERAL', 'COMPANY#GENERAL']",2
384,127,127:7,Probably not ever again.,[],[],0
385,127,127:8,I'll rather be out of date then spend more money on toshiba.,"[('COMPANY#GENERAL', 'negative')]",['COMPANY#GENERAL'],1
386,127,127:9,Remember to do your research first before consider buying a toshiba product.,"[('COMPANY#GENERAL', 'negative')]",['COMPANY#GENERAL'],1
387,1,1:0,All I can say is W-O-W.,"[('LAPTOP#GENERAL', 'positive')]",['LAPTOP#GENERAL'],1
388,1,1:1,This laptop is insane!!!,"[('LAPTOP#GENERAL', 'positive')]",['LAPTOP#GENERAL'],1
389,1,1:2,It's so nice to look at and the keys are easy to type with.,"[('LAPTOP#DESIGN_FEATURES', 'positive'), ('KEYBOARD#USABILITY', 'positive')]","['LAPTOP#DESIGN_FEATURES', 'KEYBOARD#USABILITY']",2
390,1,1:3,I bought a protector for my key pad and it works great :),"[('KEYBOARD#OPERATION_PERFORMANCE', 'positive')]",['KEYBOARD#OPERATION_PERFORMANCE'],1
391,1,1:4,This is definitely a computer worth the money;,"[('LAPTOP#GENERAL', 'positive'), ('LAPTOP#PRICE', 'positive')]","['LAPTOP#GENERAL', 'LAPTOP#PRICE']",2
392,1,1:5,The mouse is a little bit different than what you're used to though- it has one big flat panel and one full bar (instead of two separate ones) to click with- but you get used to it quite quickly.,"[('MOUSE#DESIGN_FEATURES', 'neutral'), ('MOUSE#USABILITY', 'neutral')]","['MOUSE#DESIGN_FEATURES', 'MOUSE#USABILITY']",2
393,1,1:6,"AND the best part is that it even comes with a free printer (when they have a certain promotion/offer going, of course)!","[('LAPTOP#MISCELLANEOUS', 'positive')]",['LAPTOP#MISCELLANEOUS'],1
394,1,1:7,"Overall, this laptop is definitely a keeper with its simple yet stylish design and its array of fantastic colors to choose from.","[('LAPTOP#GENERAL', 'positive'), ('LAPTOP#DESIGN_FEATURES', 'positive')]","['LAPTOP#GENERAL', 'LAPTOP#DESIGN_FEATURES']",2
395,1,1:8,The Apple team also assists you very nicely when choosing which computer is right for you :),"[('SUPPORT#QUALITY', 'positive')]",['SUPPORT#QUALITY'],1
396,1,1:9,"Obviously, this Macbook is P-E-R-F-E-C-T for me because it does exactly what I need in an easy-to-function way.","[('LAPTOP#GENERAL', 'positive'), ('LAPTOP#USABILITY', 'positive')]","['LAPTOP#GENERAL', 'LAPTOP#USABILITY']",2
397,1,1:10,DEFINITELY recommended!!!,"[('LAPTOP#GENERAL', 'positive')]",['LAPTOP#GENERAL'],1
398,213,213:0,"Not a bad laptop, it's a bit slow, but gets the job done.","[('LAPTOP#GENERAL', 'positive'), ('LAPTOP#OPERATION_PERFORMANCE', 'neutral')]","['LAPTOP#GENERAL', 'LAPTOP#OPERATION_PERFORMANCE']",2
399,213,213:1,The lcd screen stopped working on mine after 10 months.,"[('DISPLAY#QUALITY', 'negative'), ('DISPLAY#OPERATION_PERFORMANCE', 'negative')]","['DISPLAY#QUALITY', 'DISPLAY#OPERATION_PERFORMANCE']",2
400,213,213:2,I could not find a phone number anywhere to call an actual live person for tech support and had to result the their online chat.,"[('SUPPORT#MISCELLANEOUS', 'negative')]",['SUPPORT#MISCELLANEOUS'],1
401,213,213:3,"upon giving them the serial number the first thing I was told, was that it was out of warranty and I could pay to have it repaired even though I had the receipt in front of me proving it still had 2 months left on the warranty.","[('SUPPORT#QUALITY', 'negative')]",['SUPPORT#QUALITY'],1
402,213,213:4,even though I had the receipt in front of me proving it still had 2 months left on the warranty.,"[('SUPPORT#QUALITY', 'negative')]",['SUPPORT#QUALITY'],1
403,213,213:5,Dealing with the support drone on the other end of the chat was sheer torture.,"[('SUPPORT#QUALITY', 'negative')]",['SUPPORT#QUALITY'],1
404,213,213:6,English must have been his third or fourth language.,"[('SUPPORT#QUALITY', 'negative')]",['SUPPORT#QUALITY'],1
405,213,213:7,"His language was so bad I swore I was taking the turing test, and it was failing.","[('SUPPORT#QUALITY', 'negative')]",['SUPPORT#QUALITY'],1
406,213,213:8,after trying to get some help he disconnected on me.,"[('SUPPORT#QUALITY', 'negative')]",['SUPPORT#QUALITY'],1
407,213,213:9,After that I turned to email in my next vain help to get them to acknowledge that the warranty was still valid.,[],[],0
408,213,213:10,"After 4 days, being denied 6 times and told off once, I managed to get through and was able to send them a scanned copy of the receipt.","[('SUPPORT#QUALITY', 'negative')]",['SUPPORT#QUALITY'],1
409,213,213:11,After that the said it was under warranty.,[],[],0
410,213,213:12,Then they had me jump through many hoops and questions to see if they could find another way to invalidate me.,"[('SUPPORT#QUALITY', 'negative')]",['SUPPORT#QUALITY'],1
411,213,213:13,"After they found no other way, they told me to courier it to them(since they don't allow the use of the post office) at my expense, and sent me a 4 page list of very specific packaging instructions to follow or it wouldn't be covered.","[('SUPPORT#QUALITY', 'negative')]",['SUPPORT#QUALITY'],1
412,213,213:14,I managed to comply with these too and now have to wait and see if they can find another way to screw me.,"[('SUPPORT#QUALITY', 'negative')]",['SUPPORT#QUALITY'],1
413,213,213:15,They really do have the worlds very worst repair service.,"[('SUPPORT#GENERAL', 'negative')]",['SUPPORT#GENERAL'],1
414,16,16:0,"This computer gets very hot, before shutting down.","[('LAPTOP#QUALITY', 'negative')]",['LAPTOP#QUALITY'],1
415,16,16:1,It is not ideal for children because of the temp.,"[('LAPTOP#QUALITY', 'negative'), ('LAPTOP#MISCELLANEOUS', 'negative')]","['LAPTOP#QUALITY', 'LAPTOP#MISCELLANEOUS']",2
416,16,16:2,"I Contacted HP  about this situation and was given excuses, without results.","[('SUPPORT#QUALITY', 'negative')]",['SUPPORT#QUALITY'],1
417,16,16:3,They didn't even try to assist me or even offer a replacement.,"[('SUPPORT#QUALITY', 'negative')]",['SUPPORT#QUALITY'],1
418,16,16:4,I will never purchase a HP again ever.,"[('COMPANY#GENERAL', 'negative')]",['COMPANY#GENERAL'],1
419,40,40:0,"Let's just get this out of the way, I love Apple!","[('COMPANY#GENERAL', 'positive')]",['COMPANY#GENERAL'],1
420,40,40:1,So this review might be a tad bit bias.,[],[],0
421,40,40:2,But the Macbook is the best!,"[('LAPTOP#GENERAL', 'positive')]",['LAPTOP#GENERAL'],1
422,40,40:3,It is super easy to use.,"[('LAPTOP#USABILITY', 'positive')]",['LAPTOP#USABILITY'],1
423,40,40:4,All you have to do is turn it on and it works.,"[('LAPTOP#USABILITY', 'positive'), ('LAPTOP#OPERATION_PERFORMANCE', 'positive')]","['LAPTOP#USABILITY', 'LAPTOP#OPERATION_PERFORMANCE']",2
424,40,40:5,"It is very durable, I am pretty rough when it comes to electronics and it has taken it all with no reprecutions yet.","[('LAPTOP#QUALITY', 'positive')]",['LAPTOP#QUALITY'],1
425,40,40:6,"I don't do any high tech stuff on it, just write papers, check mail, and sometimes play games, so I can't reccomend it if you are in the computer field.","[('LAPTOP#MISCELLANEOUS', 'neutral')]",['LAPTOP#MISCELLANEOUS'],1
426,40,40:7,But if you are in the computer field you probably wouldn't be here.:),[],[],0
427,40,40:8,In the past four years I've had it I have never once gotten a virus.,"[('LAPTOP#QUALITY', 'positive')]",['LAPTOP#QUALITY'],1
428,40,40:9,"I did have to replace the battery once, but that was only a couple months ago and it's been working perfect ever since.","[('BATTERY#QUALITY', 'neutral'), ('BATTERY#OPERATION_PERFORMANCE', 'positive')]","['BATTERY#QUALITY', 'BATTERY#OPERATION_PERFORMANCE']",2
429,40,40:10,"I would definitely reccomend this if you are in the market for an easy to use, stylish, fun, awesome computer.","[('LAPTOP#USABILITY', 'positive'), ('LAPTOP#DESIGN_FEATURES', 'positive'), ('LAPTOP#GENERAL', 'positive')]","['LAPTOP#USABILITY', 'LAPTOP#DESIGN_FEATURES', 'LAPTOP#GENERAL']",3
430,40,40:11,"Also it is very good for college students who just need a reliable, easy to use computer.","[('LAPTOP#MISCELLANEOUS', 'positive'), ('LAPTOP#QUALITY', 'positive'), ('LAPTOP#USABILITY', 'positive')]","['LAPTOP#MISCELLANEOUS', 'LAPTOP#QUALITY', 'LAPTOP#USABILITY']",3
431,40,40:12,Hope this helped!,[],[],0
432,394,394:0,"No laptop is perfect, but sometimes you just find a computer that works for you.",[],[],0
433,394,394:1,This laptop does everything I need it to very well.,"[('LAPTOP#GENERAL', 'positive')]",['LAPTOP#GENERAL'],1
434,394,394:2,I bought this laptop so that the entire family had a computer in the living room;,[],[],0
435,394,394:3,the two of us use it regularly.,[],[],0
436,394,394:4,I wanted something that had a new Intel Core processors and HDMI port so that we could hook it up directly to our TV.,[],[],0
437,394,394:5,The best thing about this laptop is the price along with some of the newer features.,"[('LAPTOP#PRICE', 'positive'), ('LAPTOP#DESIGN_FEATURES', 'positive')]","['LAPTOP#PRICE', 'LAPTOP#DESIGN_FEATURES']",2
438,394,394:6,The screen is bright and the keyboard is nice;,"[('DISPLAY#QUALITY', 'positive'), ('KEYBOARD#GENERAL', 'positive')]","['DISPLAY#QUALITY', 'KEYBOARD#GENERAL']",2
439,394,394:7,I find myself using the 10-key more than I thought I would.,"[('KEYBOARD#DESIGN_FEATURES', 'positive'), ('KEYBOARD#USABILITY', 'positive')]","['KEYBOARD#DESIGN_FEATURES', 'KEYBOARD#USABILITY']",2
440,394,394:8,Battery is lasting about 6 hours as I am surfing the web on Sundays while checking football scores and watching funny Youtube videos.,"[('BATTERY#OPERATION_PERFORMANCE', 'neutral')]",['BATTERY#OPERATION_PERFORMANCE'],1
441,394,394:9,For those that care about noise this thing doesn't really make any;,"[('LAPTOP#QUALITY', 'positive')]",['LAPTOP#QUALITY'],1
442,394,394:10,the i3 processor doesn't seem to run hot and the fan rarely turns on.,"[('CPU#QUALITY', 'positive')]",['CPU#QUALITY'],1
443,394,394:11,I took off a star because the machine has a lot of junk software on it.,"[('LAPTOP#DESIGN_FEATURES', 'negative'), ('SOFTWARE#GENERAL', 'negative')]","['LAPTOP#DESIGN_FEATURES', 'SOFTWARE#GENERAL']",2
444,394,394:12,I wish Toshiba would allow their customers to select an option that only boots the OS at setup and removes all the unnecessary stuff.,"[('LAPTOP#DESIGN_FEATURES', 'negative')]",['LAPTOP#DESIGN_FEATURES'],1
445,394,394:13,Once I removed all the software the laptop loads in 15-20 seconds.,"[('SOFTWARE#GENERAL', 'negative'), ('LAPTOP#OPERATION_PERFORMANCE', 'neutral')]","['SOFTWARE#GENERAL', 'LAPTOP#OPERATION_PERFORMANCE']",2
446,394,394:14,This is not a serious gaming laptop or a serious media machine;,"[('LAPTOP#MISCELLANEOUS', 'negative')]",['LAPTOP#MISCELLANEOUS'],1
447,394,394:15,my niece and nephew have played a few web games and it runs anything that doesn't require a dedicated video card.,"[('LAPTOP#MISCELLANEOUS', 'neutral'), ('GRAPHICS#DESIGN_FEATURES', 'neutral')]","['LAPTOP#MISCELLANEOUS', 'GRAPHICS#DESIGN_FEATURES']",2
448,394,394:16,Overall I am very satisfied with the purchase.,"[('LAPTOP#GENERAL', 'positive')]",['LAPTOP#GENERAL'],1
449,394,394:17,I looked around and based off my price/features comparison from a brand I trusted I landed here.,[],[],0
450,386,386:0,"Great, quick laptop for the money.","[('LAPTOP#GENERAL', 'positive'), ('LAPTOP#PRICE', 'neutral'), ('LAPTOP#OPERATION_PERFORMANCE', 'positive')]","['LAPTOP#GENERAL', 'LAPTOP#PRICE', 'LAPTOP#OPERATION_PERFORMANCE']",3
451,386,386:1,Right size and weight for portability.,"[('LAPTOP#DESIGN_FEATURES', 'positive'), ('LAPTOP#PORTABILITY', 'positive')]","['LAPTOP#DESIGN_FEATURES', 'LAPTOP#PORTABILITY']",2
452,386,386:2,Battery life needs more life.,"[('BATTERY#OPERATION_PERFORMANCE', 'negative')]",['BATTERY#OPERATION_PERFORMANCE'],1
453,386,386:3,Battery is not upgradable to a longer life battery.,"[('LAPTOP#USABILITY', 'negative')]",['LAPTOP#USABILITY'],1
454,381,381:0,Both my husband and I have this model Toshiba.,[],[],0
455,381,381:1,I love everything about it.,"[('LAPTOP#GENERAL', 'positive')]",['LAPTOP#GENERAL'],1
456,381,381:2,The only downfall is the battery only last 1.5-2.0 hrs when not plugged in.,"[('BATTERY#OPERATION_PERFORMANCE', 'negative')]",['BATTERY#OPERATION_PERFORMANCE'],1
457,381,381:3,I would like at least a 4 hr. battery life.,"[('BATTERY#OPERATION_PERFORMANCE', 'negative')]",['BATTERY#OPERATION_PERFORMANCE'],1
458,381,381:4,"Otherwise, all other features are a 1","[('LAPTOP#DESIGN_FEATURES', 'positive')]",['LAPTOP#DESIGN_FEATURES'],1
459,174,174:0,This mac is great!,"[('LAPTOP#GENERAL', 'positive')]",['LAPTOP#GENERAL'],1
460,174,174:1,"lightweight, long battery life, excellent transition from PC;","[('LAPTOP#DESIGN_FEATURES', 'positive'), ('BATTERY#OPERATION_PERFORMANCE', 'positive'), ('LAPTOP#MISCELLANEOUS', 'positive')]","['LAPTOP#DESIGN_FEATURES', 'BATTERY#OPERATION_PERFORMANCE', 'LAPTOP#MISCELLANEOUS']",3
461,211,211:0,THIS HAS BEEN NOTHING BUT A HEADACHE SINCE WE PURCHASED IT.,"[('LAPTOP#QUALITY', 'negative')]",['LAPTOP#QUALITY'],1
462,211,211:1,"I will NEVER buy (Refurbished) again, I don't cae how cheap it is.","[('LAPTOP#MISCELLANEOUS', 'negative')]",['LAPTOP#MISCELLANEOUS'],1
463,211,211:2,I'll wait and save up for a new one.,[],[],0
464,211,211:3,Just don't waste your time and money on this.,"[('LAPTOP#GENERAL', 'negative')]",['LAPTOP#GENERAL'],1
465,211,211:4,"I tried giving it 0 stars but I had to choose at least one, but IMO NO STARS","[('LAPTOP#GENERAL', 'negative')]",['LAPTOP#GENERAL'],1
466,131,131:0,Summary: Dont buy HP.,"[('COMPANY#GENERAL', 'negative')]",['COMPANY#GENERAL'],1
467,131,131:1,"If you buy, pray you dont have major prolems.","[('COMPANY#GENERAL', 'negative')]",['COMPANY#GENERAL'],1
468,143,143:0,Runs Hot,"[('LAPTOP#QUALITY', 'negative')]",['LAPTOP#QUALITY'],1
469,143,143:1,I thought we were paying for quality in our decision to buy an Apple product.,"[('COMPANY#GENERAL', 'negative'), ('LAPTOP#QUALITY', 'negative')]","['COMPANY#GENERAL', 'LAPTOP#QUALITY']",2
470,143,143:2,"Unfortunately, that is not the case.",[],[],0
471,143,143:3,"After a little more than a year of owning my MacBook Pro, the monitor has completely died.","[('DISPLAY#QUALITY', 'negative')]",['DISPLAY#QUALITY'],1
472,143,143:4,"Because we did not purchase the extended warranty in time, we are on the hook for the repair.",[],[],0
473,143,143:5,The Genius at the Apple store advised me that there was nothing about my use of the computer that caused this failure.,[],[],0
474,143,143:6,"In fact, he said, about 10% of their products fail.",[],[],0
475,143,143:7,Hmmm - that high failure rate sure isn't reflected in the retail price.,[],[],0
