,rid,sid,text,category,polarity,attribute,entity
506,332,332:3,"Will not buy another Toshiba, this is my second, not happy w/ either.",COMPANY#GENERAL,negative,GENERAL,COMPANY
507,55,55:0,This is my 3rd Apple Laptop and first MacBook Pro.,UNKNOWN#UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN
508,55,55:1,"I love its solid build, light wt and excellent battery life (for now).",LAPTOP#QUALITY,positive,QUALITY,LAPTOP
509,55,55:1,"I love its solid build, light wt and excellent battery life (for now).",LAPTOP#DESIGN_FEATURES,positive,DESIGN_FEATURES,LAPTOP
510,55,55:1,"I love its solid build, light wt and excellent battery life (for now).",BATTERY#OPERATION_PERFORMANCE,positive,OPERATION_PERFORMANCE,BATTERY
511,55,55:2,Excellent LED monitor and well equipped.,DISPLAY#DESIGN_FEATURES,positive,DESIGN_FEATURES,DISPLAY
512,55,55:2,Excellent LED monitor and well equipped.,LAPTOP#DESIGN_FEATURES,positive,DESIGN_FEATURES,LAPTOP
513,55,55:3,I love the Apple products.,COMPANY#GENERAL,positive,GENERAL,COMPANY
514,86,86:0,"The Toshiba Mini Notebook, Model NB 305-N410BL, is a great little computer.",LAPTOP#GENERAL,positive,GENERAL,LAPTOP
515,86,86:1,"It is easy to use, its keyboard easily accommodates large hands, and its weight is fantasic.",KEYBOARD#DESIGN_FEATURES,positive,DESIGN_FEATURES,KEYBOARD
516,86,86:1,"It is easy to use, its keyboard easily accommodates large hands, and its weight is fantasic.",KEYBOARD#USABILITY,positive,USABILITY,KEYBOARD
517,86,86:1,"It is easy to use, its keyboard easily accommodates large hands, and its weight is fantasic.",LAPTOP#DESIGN_FEATURES,positive,DESIGN_FEATURES,LAPTOP
518,86,86:1,"It is easy to use, its keyboard easily accommodates large hands, and its weight is fantasic.",LAPTOP#USABILITY,positive,USABILITY,LAPTOP
519,86,86:2,"Upgrading from Windows 7 Starter, thru Windows 7 Home Premium, to Windows 7 Professional was a snap;",LAPTOP#USABILITY,positive,USABILITY,LAPTOP
520,86,86:3,both upgrades were quickly accomplished after purchasing the necessary Product Key.,LAPTOP#USABILITY,positive,USABILITY,LAPTOP
521,86,86:4,"Other installed features, such as certain printer software, are also most attractive.",LAPTOP#DESIGN_FEATURES,positive,DESIGN_FEATURES,LAPTOP
522,127,127:0,"Ever since I bought this laptop, so far I've experience nothing but constant break downs of the laptop and bad customer services I received over the phone with toshiba customer services hotlines.",LAPTOP#QUALITY,negative,QUALITY,LAPTOP
523,127,127:0,"Ever since I bought this laptop, so far I've experience nothing but constant break downs of the laptop and bad customer services I received over the phone with toshiba customer services hotlines.",SUPPORT#QUALITY,negative,QUALITY,SUPPORT
524,127,127:1,I constantly had to send my laptop in for services every 3 months and it always seems to be the same problem that they said they had already fixed.,LAPTOP#QUALITY,negative,QUALITY,LAPTOP
525,127,127:1,I constantly had to send my laptop in for services every 3 months and it always seems to be the same problem that they said they had already fixed.,SUPPORT#QUALITY,negative,QUALITY,SUPPORT
526,127,127:2,"Toshiba customer services will indirectly deal with your problems by constantly tranferring you from one country to another, and I am not kidding you, I called different hours of the day and you'll get someone else from another country trying to get you to tell them your life story all over again, since they make it sound like they don't have your history list of your calls right in front of them.",SUPPORT#QUALITY,negative,QUALITY,SUPPORT
527,127,127:3,It's a long and tirring process that after a while it seems like their game plan was to wear you out so you would want to give up on contacting them.,SUPPORT#QUALITY,negative,QUALITY,SUPPORT
528,127,127:4,"And at one point, they blame me for installing a bad memory stick when I upgrade my memory for the first time during my purchase of the laptop (I bought the memory stick they recomended).",SUPPORT#QUALITY,negative,QUALITY,SUPPORT
529,127,127:5,"Long story short, since I experience so many problems with my laptop every since I bought it from day one, I didn't ask for a new laptop or a refund of what I pay for a crapy laptop, but just an extension of my laptop warranty for another year, they made a big deal of out that and after so many calls and complaints about their products and services, they finally gave in.",LAPTOP#QUALITY,negative,QUALITY,LAPTOP
530,127,127:5,"Long story short, since I experience so many problems with my laptop every since I bought it from day one, I didn't ask for a new laptop or a refund of what I pay for a crapy laptop, but just an extension of my laptop warranty for another year, they made a big deal of out that and after so many calls and complaints about their products and services, they finally gave in.",SUPPORT#QUALITY,negative,QUALITY,SUPPORT
531,127,127:6,Was this product worth my time and money to ever want to purchase another products that is toshiba or relating to toshiba?,LAPTOP#GENERAL,negative,GENERAL,LAPTOP
532,127,127:6,Was this product worth my time and money to ever want to purchase another products that is toshiba or relating to toshiba?,COMPANY#GENERAL,negative,GENERAL,COMPANY
533,127,127:7,Probably not ever again.,UNKNOWN#UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN
534,127,127:8,I'll rather be out of date then spend more money on toshiba.,COMPANY#GENERAL,negative,GENERAL,COMPANY
535,127,127:9,Remember to do your research first before consider buying a toshiba product.,COMPANY#GENERAL,negative,GENERAL,COMPANY
536,1,1:0,All I can say is W-O-W.,LAPTOP#GENERAL,positive,GENERAL,LAPTOP
537,1,1:1,This laptop is insane!!!,LAPTOP#GENERAL,positive,GENERAL,LAPTOP
538,1,1:2,It's so nice to look at and the keys are easy to type with.,LAPTOP#DESIGN_FEATURES,positive,DESIGN_FEATURES,LAPTOP
539,1,1:2,It's so nice to look at and the keys are easy to type with.,KEYBOARD#USABILITY,positive,USABILITY,KEYBOARD
540,1,1:3,I bought a protector for my key pad and it works great :),KEYBOARD#OPERATION_PERFORMANCE,positive,OPERATION_PERFORMANCE,KEYBOARD
541,1,1:4,This is definitely a computer worth the money;,LAPTOP#GENERAL,positive,GENERAL,LAPTOP
542,1,1:4,This is definitely a computer worth the money;,LAPTOP#PRICE,positive,PRICE,LAPTOP
543,1,1:5,The mouse is a little bit different than what you're used to though- it has one big flat panel and one full bar (instead of two separate ones) to click with- but you get used to it quite quickly.,MOUSE#DESIGN_FEATURES,neutral,DESIGN_FEATURES,MOUSE
544,1,1:5,The mouse is a little bit different than what you're used to though- it has one big flat panel and one full bar (instead of two separate ones) to click with- but you get used to it quite quickly.,MOUSE#USABILITY,neutral,USABILITY,MOUSE
545,1,1:6,"AND the best part is that it even comes with a free printer (when they have a certain promotion/offer going, of course)!",LAPTOP#MISCELLANEOUS,positive,MISCELLANEOUS,LAPTOP
546,1,1:7,"Overall, this laptop is definitely a keeper with its simple yet stylish design and its array of fantastic colors to choose from.",LAPTOP#GENERAL,positive,GENERAL,LAPTOP
547,1,1:7,"Overall, this laptop is definitely a keeper with its simple yet stylish design and its array of fantastic colors to choose from.",LAPTOP#DESIGN_FEATURES,positive,DESIGN_FEATURES,LAPTOP
548,1,1:8,The Apple team also assists you very nicely when choosing which computer is right for you :),SUPPORT#QUALITY,positive,QUALITY,SUPPORT
549,1,1:9,"Obviously, this Macbook is P-E-R-F-E-C-T for me because it does exactly what I need in an easy-to-function way.",LAPTOP#GENERAL,positive,GENERAL,LAPTOP
550,1,1:9,"Obviously, this Macbook is P-E-R-F-E-C-T for me because it does exactly what I need in an easy-to-function way.",LAPTOP#USABILITY,positive,USABILITY,LAPTOP
551,1,1:10,DEFINITELY recommended!!!,LAPTOP#GENERAL,positive,GENERAL,LAPTOP
552,213,213:0,"Not a bad laptop, it's a bit slow, but gets the job done.",LAPTOP#GENERAL,positive,GENERAL,LAPTOP
553,213,213:0,"Not a bad laptop, it's a bit slow, but gets the job done.",LAPTOP#OPERATION_PERFORMANCE,neutral,OPERATION_PERFORMANCE,LAPTOP
554,213,213:1,The lcd screen stopped working on mine after 10 months.,DISPLAY#QUALITY,negative,QUALITY,DISPLAY
555,213,213:1,The lcd screen stopped working on mine after 10 months.,DISPLAY#OPERATION_PERFORMANCE,negative,OPERATION_PERFORMANCE,DISPLAY
556,213,213:2,I could not find a phone number anywhere to call an actual live person for tech support and had to result the their online chat.,SUPPORT#MISCELLANEOUS,negative,MISCELLANEOUS,SUPPORT
557,213,213:3,"upon giving them the serial number the first thing I was told, was that it was out of warranty and I could pay to have it repaired even though I had the receipt in front of me proving it still had 2 months left on the warranty.",SUPPORT#QUALITY,negative,QUALITY,SUPPORT
558,213,213:4,even though I had the receipt in front of me proving it still had 2 months left on the warranty.,SUPPORT#QUALITY,negative,QUALITY,SUPPORT
559,213,213:5,Dealing with the support drone on the other end of the chat was sheer torture.,SUPPORT#QUALITY,negative,QUALITY,SUPPORT
560,213,213:6,English must have been his third or fourth language.,SUPPORT#QUALITY,negative,QUALITY,SUPPORT
561,213,213:7,"His language was so bad I swore I was taking the turing test, and it was failing.",SUPPORT#QUALITY,negative,QUALITY,SUPPORT
562,213,213:8,after trying to get some help he disconnected on me.,SUPPORT#QUALITY,negative,QUALITY,SUPPORT
563,213,213:9,After that I turned to email in my next vain help to get them to acknowledge that the warranty was still valid.,UNKNOWN#UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN
564,213,213:10,"After 4 days, being denied 6 times and told off once, I managed to get through and was able to send them a scanned copy of the receipt.",SUPPORT#QUALITY,negative,QUALITY,SUPPORT
565,213,213:11,After that the said it was under warranty.,UNKNOWN#UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN
566,213,213:12,Then they had me jump through many hoops and questions to see if they could find another way to invalidate me.,SUPPORT#QUALITY,negative,QUALITY,SUPPORT
567,213,213:13,"After they found no other way, they told me to courier it to them(since they don't allow the use of the post office) at my expense, and sent me a 4 page list of very specific packaging instructions to follow or it wouldn't be covered.",SUPPORT#QUALITY,negative,QUALITY,SUPPORT
568,213,213:14,I managed to comply with these too and now have to wait and see if they can find another way to screw me.,SUPPORT#QUALITY,negative,QUALITY,SUPPORT
569,213,213:15,They really do have the worlds very worst repair service.,SUPPORT#GENERAL,negative,GENERAL,SUPPORT
570,16,16:0,"This computer gets very hot, before shutting down.",LAPTOP#QUALITY,negative,QUALITY,LAPTOP
571,16,16:1,It is not ideal for children because of the temp.,LAPTOP#QUALITY,negative,QUALITY,LAPTOP
572,16,16:1,It is not ideal for children because of the temp.,LAPTOP#MISCELLANEOUS,negative,MISCELLANEOUS,LAPTOP
573,16,16:2,"I Contacted HP  about this situation and was given excuses, without results.",SUPPORT#QUALITY,negative,QUALITY,SUPPORT
574,16,16:3,They didn't even try to assist me or even offer a replacement.,SUPPORT#QUALITY,negative,QUALITY,SUPPORT
575,16,16:4,I will never purchase a HP again ever.,COMPANY#GENERAL,negative,GENERAL,COMPANY
576,40,40:0,"Let's just get this out of the way, I love Apple!",COMPANY#GENERAL,positive,GENERAL,COMPANY
577,40,40:1,So this review might be a tad bit bias.,UNKNOWN#UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN
578,40,40:2,But the Macbook is the best!,LAPTOP#GENERAL,positive,GENERAL,LAPTOP
579,40,40:3,It is super easy to use.,LAPTOP#USABILITY,positive,USABILITY,LAPTOP
580,40,40:4,All you have to do is turn it on and it works.,LAPTOP#USABILITY,positive,USABILITY,LAPTOP
581,40,40:4,All you have to do is turn it on and it works.,LAPTOP#OPERATION_PERFORMANCE,positive,OPERATION_PERFORMANCE,LAPTOP
582,40,40:5,"It is very durable, I am pretty rough when it comes to electronics and it has taken it all with no reprecutions yet.",LAPTOP#QUALITY,positive,QUALITY,LAPTOP
583,40,40:6,"I don't do any high tech stuff on it, just write papers, check mail, and sometimes play games, so I can't reccomend it if you are in the computer field.",LAPTOP#MISCELLANEOUS,neutral,MISCELLANEOUS,LAPTOP
584,40,40:7,But if you are in the computer field you probably wouldn't be here.:),UNKNOWN#UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN
585,40,40:8,In the past four years I've had it I have never once gotten a virus.,LAPTOP#QUALITY,positive,QUALITY,LAPTOP
586,40,40:9,"I did have to replace the battery once, but that was only a couple months ago and it's been working perfect ever since.",BATTERY#QUALITY,neutral,QUALITY,BATTERY
587,40,40:9,"I did have to replace the battery once, but that was only a couple months ago and it's been working perfect ever since.",BATTERY#OPERATION_PERFORMANCE,positive,OPERATION_PERFORMANCE,BATTERY
588,40,40:10,"I would definitely reccomend this if you are in the market for an easy to use, stylish, fun, awesome computer.",LAPTOP#USABILITY,positive,USABILITY,LAPTOP
589,40,40:10,"I would definitely reccomend this if you are in the market for an easy to use, stylish, fun, awesome computer.",LAPTOP#DESIGN_FEATURES,positive,DESIGN_FEATURES,LAPTOP
590,40,40:10,"I would definitely reccomend this if you are in the market for an easy to use, stylish, fun, awesome computer.",LAPTOP#GENERAL,positive,GENERAL,LAPTOP
591,40,40:11,"Also it is very good for college students who just need a reliable, easy to use computer.",LAPTOP#MISCELLANEOUS,positive,MISCELLANEOUS,LAPTOP
592,40,40:11,"Also it is very good for college students who just need a reliable, easy to use computer.",LAPTOP#QUALITY,positive,QUALITY,LAPTOP
593,40,40:11,"Also it is very good for college students who just need a reliable, easy to use computer.",LAPTOP#USABILITY,positive,USABILITY,LAPTOP
594,40,40:12,Hope this helped!,UNKNOWN#UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN
595,394,394:0,"No laptop is perfect, but sometimes you just find a computer that works for you.",UNKNOWN#UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN
596,394,394:1,This laptop does everything I need it to very well.,LAPTOP#GENERAL,positive,GENERAL,LAPTOP
597,394,394:2,I bought this laptop so that the entire family had a computer in the living room;,UNKNOWN#UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN
598,394,394:3,the two of us use it regularly.,UNKNOWN#UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN
599,394,394:4,I wanted something that had a new Intel Core processors and HDMI port so that we could hook it up directly to our TV.,UNKNOWN#UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN
600,394,394:5,The best thing about this laptop is the price along with some of the newer features.,LAPTOP#PRICE,positive,PRICE,LAPTOP
601,394,394:5,The best thing about this laptop is the price along with some of the newer features.,LAPTOP#DESIGN_FEATURES,positive,DESIGN_FEATURES,LAPTOP
602,394,394:6,The screen is bright and the keyboard is nice;,DISPLAY#QUALITY,positive,QUALITY,DISPLAY
603,394,394:6,The screen is bright and the keyboard is nice;,KEYBOARD#GENERAL,positive,GENERAL,KEYBOARD
604,394,394:7,I find myself using the 10-key more than I thought I would.,KEYBOARD#DESIGN_FEATURES,positive,DESIGN_FEATURES,KEYBOARD
605,394,394:7,I find myself using the 10-key more than I thought I would.,KEYBOARD#USABILITY,positive,USABILITY,KEYBOARD
606,394,394:8,Battery is lasting about 6 hours as I am surfing the web on Sundays while checking football scores and watching funny Youtube videos.,BATTERY#OPERATION_PERFORMANCE,neutral,OPERATION_PERFORMANCE,BATTERY
607,394,394:9,For those that care about noise this thing doesn't really make any;,LAPTOP#QUALITY,positive,QUALITY,LAPTOP
608,394,394:10,the i3 processor doesn't seem to run hot and the fan rarely turns on.,CPU#QUALITY,positive,QUALITY,CPU
609,394,394:11,I took off a star because the machine has a lot of junk software on it.,LAPTOP#DESIGN_FEATURES,negative,DESIGN_FEATURES,LAPTOP
610,394,394:11,I took off a star because the machine has a lot of junk software on it.,SOFTWARE#GENERAL,negative,GENERAL,SOFTWARE
611,394,394:12,I wish Toshiba would allow their customers to select an option that only boots the OS at setup and removes all the unnecessary stuff.,LAPTOP#DESIGN_FEATURES,negative,DESIGN_FEATURES,LAPTOP
612,394,394:13,Once I removed all the software the laptop loads in 15-20 seconds.,SOFTWARE#GENERAL,negative,GENERAL,SOFTWARE
613,394,394:13,Once I removed all the software the laptop loads in 15-20 seconds.,LAPTOP#OPERATION_PERFORMANCE,neutral,OPERATION_PERFORMANCE,LAPTOP
614,394,394:14,This is not a serious gaming laptop or a serious media machine;,LAPTOP#MISCELLANEOUS,negative,MISCELLANEOUS,LAPTOP
615,394,394:15,my niece and nephew have played a few web games and it runs anything that doesn't require a dedicated video card.,LAPTOP#MISCELLANEOUS,neutral,MISCELLANEOUS,LAPTOP
616,394,394:15,my niece and nephew have played a few web games and it runs anything that doesn't require a dedicated video card.,GRAPHICS#DESIGN_FEATURES,neutral,DESIGN_FEATURES,GRAPHICS
617,394,394:16,Overall I am very satisfied with the purchase.,LAPTOP#GENERAL,positive,GENERAL,LAPTOP
618,394,394:17,I looked around and based off my price/features comparison from a brand I trusted I landed here.,UNKNOWN#UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN
619,386,386:0,"Great, quick laptop for the money.",LAPTOP#GENERAL,positive,GENERAL,LAPTOP
620,386,386:0,"Great, quick laptop for the money.",LAPTOP#PRICE,neutral,PRICE,LAPTOP
621,386,386:0,"Great, quick laptop for the money.",LAPTOP#OPERATION_PERFORMANCE,positive,OPERATION_PERFORMANCE,LAPTOP
622,386,386:1,Right size and weight for portability.,LAPTOP#DESIGN_FEATURES,positive,DESIGN_FEATURES,LAPTOP
623,386,386:1,Right size and weight for portability.,LAPTOP#PORTABILITY,positive,PORTABILITY,LAPTOP
624,386,386:2,Battery life needs more life.,BATTERY#OPERATION_PERFORMANCE,negative,OPERATION_PERFORMANCE,BATTERY
625,386,386:3,Battery is not upgradable to a longer life battery.,LAPTOP#USABILITY,negative,USABILITY,LAPTOP
626,381,381:0,Both my husband and I have this model Toshiba.,UNKNOWN#UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN
627,381,381:1,I love everything about it.,LAPTOP#GENERAL,positive,GENERAL,LAPTOP
628,381,381:2,The only downfall is the battery only last 1.5-2.0 hrs when not plugged in.,BATTERY#OPERATION_PERFORMANCE,negative,OPERATION_PERFORMANCE,BATTERY
629,381,381:3,I would like at least a 4 hr. battery life.,BATTERY#OPERATION_PERFORMANCE,negative,OPERATION_PERFORMANCE,BATTERY
630,381,381:4,"Otherwise, all other features are a 1",LAPTOP#DESIGN_FEATURES,positive,DESIGN_FEATURES,LAPTOP
631,174,174:0,This mac is great!,LAPTOP#GENERAL,positive,GENERAL,LAPTOP
632,174,174:1,"lightweight, long battery life, excellent transition from PC;",LAPTOP#DESIGN_FEATURES,positive,DESIGN_FEATURES,LAPTOP
633,174,174:1,"lightweight, long battery life, excellent transition from PC;",BATTERY#OPERATION_PERFORMANCE,positive,OPERATION_PERFORMANCE,BATTERY
634,174,174:1,"lightweight, long battery life, excellent transition from PC;",LAPTOP#MISCELLANEOUS,positive,MISCELLANEOUS,LAPTOP
635,211,211:0,THIS HAS BEEN NOTHING BUT A HEADACHE SINCE WE PURCHASED IT.,LAPTOP#QUALITY,negative,QUALITY,LAPTOP
636,211,211:1,"I will NEVER buy (Refurbished) again, I don't cae how cheap it is.",LAPTOP#MISCELLANEOUS,negative,MISCELLANEOUS,LAPTOP
637,211,211:2,I'll wait and save up for a new one.,UNKNOWN#UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN
638,211,211:3,Just don't waste your time and money on this.,LAPTOP#GENERAL,negative,GENERAL,LAPTOP
639,211,211:4,"I tried giving it 0 stars but I had to choose at least one, but IMO NO STARS",LAPTOP#GENERAL,negative,GENERAL,LAPTOP
640,131,131:0,Summary: Dont buy HP.,COMPANY#GENERAL,negative,GENERAL,COMPANY
641,131,131:1,"If you buy, pray you dont have major prolems.",COMPANY#GENERAL,negative,GENERAL,COMPANY
642,143,143:0,Runs Hot,LAPTOP#QUALITY,negative,QUALITY,LAPTOP
643,143,143:1,I thought we were paying for quality in our decision to buy an Apple product.,COMPANY#GENERAL,negative,GENERAL,COMPANY
644,143,143:1,I thought we were paying for quality in our decision to buy an Apple product.,LAPTOP#QUALITY,negative,QUALITY,LAPTOP
645,143,143:2,"Unfortunately, that is not the case.",UNKNOWN#UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN
646,143,143:3,"After a little more than a year of owning my MacBook Pro, the monitor has completely died.",DISPLAY#QUALITY,negative,QUALITY,DISPLAY
647,143,143:4,"Because we did not purchase the extended warranty in time, we are on the hook for the repair.",UNKNOWN#UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN
648,143,143:5,The Genius at the Apple store advised me that there was nothing about my use of the computer that caused this failure.,UNKNOWN#UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN
649,143,143:6,"In fact, he said, about 10% of their products fail.",UNKNOWN#UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN
650,143,143:7,Hmmm - that high failure rate sure isn't reflected in the retail price.,UNKNOWN#UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN
651,162,162:0,"This purchase opened me to the world of Macbooks, and I am impressed with the intuition of the design, the beauty of the product, and the excellent technological advances associated with it.",LAPTOP#DESIGN_FEATURES,positive,DESIGN_FEATURES,LAPTOP
652,204,204:0,This is the third MacBook Pro in our family.,UNKNOWN#UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN
653,204,204:1,I bought my first MacBook after seeing the product demonstrated.,UNKNOWN#UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN
654,204,204:2,Then 2 of my nephews were going into music and both fell in love with the MacBook Pro.,LAPTOP#GENERAL,positive,GENERAL,LAPTOP
655,204,204:3,Now they are believers in the product.,LAPTOP#GENERAL,positive,GENERAL,LAPTOP
656,204,204:4,"It is easy to use, has great screen quality, and every so light weight.",LAPTOP#USABILITY,positive,USABILITY,LAPTOP
657,204,204:4,"It is easy to use, has great screen quality, and every so light weight.",DISPLAY#QUALITY,positive,QUALITY,DISPLAY
658,204,204:4,"It is easy to use, has great screen quality, and every so light weight.",LAPTOP#DESIGN_FEATURES,positive,DESIGN_FEATURES,LAPTOP
659,204,204:5,I own other Macs but always find myself navigation to the MacBook Pro to get my work done.,UNKNOWN#UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN
660,207,207:0,This little netboook is helping me get work done!,LAPTOP#GENERAL,positive,GENERAL,LAPTOP
661,207,207:1,I can do pretty much 75% of what I do on my desktop on my kitchen table.,UNKNOWN#UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN
662,207,207:2,I homeschool my kids and with this netbook next to my desk we get to teaching and illustrating without skipping a beat.,LAPTOP#MISCELLANEOUS,positive,MISCELLANEOUS,LAPTOP
663,236,236:0,I am first time Mac Buyer and am amazed at features and ease of use the Mac offers.,LAPTOP#DESIGN_FEATURES,positive,DESIGN_FEATURES,LAPTOP
664,236,236:0,I am first time Mac Buyer and am amazed at features and ease of use the Mac offers.,LAPTOP#USABILITY,positive,USABILITY,LAPTOP
665,286,286:0,"I bought it for my mom and she reports that the battery life lasts all day for her, it's very lightweight, and the response for the computing she's doing (Internet focused activity: mail, research, etc.) is excellent;",BATTERY#OPERATION_PERFORMANCE,positive,OPERATION_PERFORMANCE,BATTERY
666,286,286:0,"I bought it for my mom and she reports that the battery life lasts all day for her, it's very lightweight, and the response for the computing she's doing (Internet focused activity: mail, research, etc.) is excellent;",LAPTOP#DESIGN_FEATURES,positive,DESIGN_FEATURES,LAPTOP
667,286,286:0,"I bought it for my mom and she reports that the battery life lasts all day for her, it's very lightweight, and the response for the computing she's doing (Internet focused activity: mail, research, etc.) is excellent;",LAPTOP#OPERATION_PERFORMANCE,positive,OPERATION_PERFORMANCE,LAPTOP
668,286,286:0,"I bought it for my mom and she reports that the battery life lasts all day for her, it's very lightweight, and the response for the computing she's doing (Internet focused activity: mail, research, etc.) is excellent;",LAPTOP#MISCELLANEOUS,positive,MISCELLANEOUS,LAPTOP
669,286,286:1,she can't tell the difference between it and her regular desktop system.,UNKNOWN#UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN
670,286,286:2,The overall build quality of the unit is excellent and she'd recommend it to anyone else looking for a netbook.,LAPTOP#QUALITY,positive,QUALITY,LAPTOP
671,286,286:2,The overall build quality of the unit is excellent and she'd recommend it to anyone else looking for a netbook.,LAPTOP#GENERAL,positive,GENERAL,LAPTOP
672,286,286:3,"If you're looking for something to fly through those massive spreadsheets or play a graphics-intensive game, you'd be better off getting a machine aimed at that segment of the market.",LAPTOP#MISCELLANEOUS,neutral,MISCELLANEOUS,LAPTOP
673,280,280:0,"previous laptops were pc's, still have them, but the mac osx is a clean and smooth operating system.",OS#DESIGN_FEATURES,positive,DESIGN_FEATURES,OS
674,280,280:0,"previous laptops were pc's, still have them, but the mac osx is a clean and smooth operating system.",OS#OPERATION_PERFORMANCE,positive,OPERATION_PERFORMANCE,OS
675,280,280:1,"still testing the battery life as i thought it would be better, but am very happy with the upgrade.",BATTERY#OPERATION_PERFORMANCE,neutral,OPERATION_PERFORMANCE,BATTERY
676,280,280:1,"still testing the battery life as i thought it would be better, but am very happy with the upgrade.",LAPTOP#GENERAL,positive,GENERAL,LAPTOP
677,281,281:0,"Probably as good as you can get in a netbook, does everything I ask for and has some very good unexpected pluses.",LAPTOP#GENERAL,positive,GENERAL,LAPTOP
678,281,281:0,"Probably as good as you can get in a netbook, does everything I ask for and has some very good unexpected pluses.",LAPTOP#DESIGN_FEATURES,positive,DESIGN_FEATURES,LAPTOP
679,281,281:1,Has met or exceeded my needs for a compact travel device.,LAPTOP#PORTABILITY,positive,PORTABILITY,LAPTOP
680,281,281:1,Has met or exceeded my needs for a compact travel device.,LAPTOP#USABILITY,positive,USABILITY,LAPTOP
681,282,282:0,"So far, so good!",LAPTOP#GENERAL,positive,GENERAL,LAPTOP
682,282,282:1,I've been impressed with the battery life and the performance for such a small amount of memory.,BATTERY#OPERATION_PERFORMANCE,positive,OPERATION_PERFORMANCE,BATTERY
683,282,282:1,I've been impressed with the battery life and the performance for such a small amount of memory.,LAPTOP#OPERATION_PERFORMANCE,positive,OPERATION_PERFORMANCE,LAPTOP
684,282,282:1,I've been impressed with the battery life and the performance for such a small amount of memory.,MEMORY#DESIGN_FEATURES,neutral,DESIGN_FEATURES,MEMORY
685,282,282:2,I don't understand why only Windows 7 Starter is included.,LAPTOP#DESIGN_FEATURES,negative,DESIGN_FEATURES,LAPTOP
686,179,179:0,Strong performance in this device makes use of fun and a strong sense of the era of speed,LAPTOP#OPERATION_PERFORMANCE,positive,OPERATION_PERFORMANCE,LAPTOP
687,179,179:1,This device serves all modern requirements is a very strong game and is very useful for designers.,LAPTOP#GENERAL,positive,GENERAL,LAPTOP
688,179,179:1,This device serves all modern requirements is a very strong game and is very useful for designers.,LAPTOP#MISCELLANEOUS,positive,MISCELLANEOUS,LAPTOP
689,179,179:2,Enjoy that Toshib force and durability unparalleled,LAPTOP#OPERATION_PERFORMANCE,positive,OPERATION_PERFORMANCE,LAPTOP
690,179,179:2,Enjoy that Toshib force and durability unparalleled,LAPTOP#QUALITY,positive,QUALITY,LAPTOP
691,336,336:0,"Needs longer lasting battery, More than 1 to 2 Hrs.",BATTERY#OPERATION_PERFORMANCE,negative,OPERATION_PERFORMANCE,BATTERY
692,336,336:1,"Needs Power and Mouse Cable to Plug in back instead of side, In the way of operating a mouse in small area.",MOUSE#OPERATION_PERFORMANCE,neutral,OPERATION_PERFORMANCE,MOUSE
693,336,336:1,"Needs Power and Mouse Cable to Plug in back instead of side, In the way of operating a mouse in small area.",MOUSE#DESIGN_FEATURES,negative,DESIGN_FEATURES,MOUSE
694,336,336:2,For the use it was purchased for it is a good Laptop.,LAPTOP#MISCELLANEOUS,positive,MISCELLANEOUS,LAPTOP
695,336,336:3,Comfterbale to use light easy to transport.,LAPTOP#USABILITY,positive,USABILITY,LAPTOP
696,336,336:3,Comfterbale to use light easy to transport.,LAPTOP#DESIGN_FEATURES,positive,DESIGN_FEATURES,LAPTOP
697,336,336:3,Comfterbale to use light easy to transport.,LAPTOP#PORTABILITY,positive,PORTABILITY,LAPTOP
698,337,337:0,"I love this product because it is Toshiba and its 15.6"".",LAPTOP#GENERAL,positive,GENERAL,LAPTOP
699,337,337:0,"I love this product because it is Toshiba and its 15.6"".",LAPTOP#DESIGN_FEATURES,positive,DESIGN_FEATURES,LAPTOP
700,337,337:0,"I love this product because it is Toshiba and its 15.6"".",COMPANY#GENERAL,positive,GENERAL,COMPANY
701,337,337:1,"It has no camera but, I can always buy and install one easy.",LAPTOP#DESIGN_FEATURES,neutral,DESIGN_FEATURES,LAPTOP
