,text,categorys,polarity
362,It lasts up to 5-6 hours with normal use.,['BATTERY'],positive
363,The computer itself runs very quiet and is mostly cool to the touch.,['QUALITY'],positive
364,The only major negative to me is Windows 8.1 (though YMMV) and the Dell crapware installed.,"['OS', 'SOFTWARE', 'DESIGN_FEATURES']",negative
365,I would strongly recommend to remove it and install Windows 7 on it with a usb drive.,[],na
366,The performance will improve on it.,[],na
367,Trust me.,[],na
368,Not bad for the price.,"['GENERAL', 'PRICE']",neutral
369,I needed an inexpensive laptop to do basic office work on that was lightweight and this fits the bill just fine.,"['PRICE', 'DESIGN_FEATURES', 'MISCELLANEOUS']",positive
370,"Performance wise, it's a bit slow, but that's to be expected from a Celeron-class processor.","['OPERATION_PERFORMANCE', 'CPU']",negative
371,"I'm also not a fan of Windows 8, but fortunately I can install whatever I want on the laptop without issue.","['OS', 'USABILITY']",mixed
372,Love everything about this laptop!,['GENERAL'],positive
373,"Sound, quality and touchscreen are awesome!","['MULTIMEDIA_DEVICES', 'QUALITY', 'DISPLAY']",positive
374,I would definitely recommend this!!,['GENERAL'],positive
375,I love this laptop to the moon.,['GENERAL'],positive
376,"My favorite colors black and red, the matte material and the red backlight of the keyboard.","['DESIGN_FEATURES', 'QUALITY', 'KEYBOARD']",positive
377,The sound is great and it's fast.,"['MULTIMEDIA_DEVICES', 'OPERATION_PERFORMANCE']",positive
378,I had a number of updates to do and customization.,[],na
379,"The laptop is beautiful, not extremely light but thin enough and wide screen with a full keyboard.","['DESIGN_FEATURES', 'DISPLAY', 'KEYBOARD']",positive
380,The touch screen response is fast and it picks up bluetooth and wifi FAST.,"['DISPLAY', 'CONNECTIVITY']",positive
381,"Microsoft Office is a 30 day trial, a number of games and apps are already preloaded.","['SOFTWARE', 'DESIGN_FEATURES']",neutral
382,It's exactly like the picture and I AM SATISFIED.,"['MISCELLANEOUS', 'GENERAL']",positive
383,Great laptop light and very versatile,"['GENERAL', 'DESIGN_FEATURES', 'USABILITY']",positive
384,it was easy to set up.,['USABILITY'],positive
385,I like the number pad for work so that's nice,['KEYBOARD'],positive
386,"This is going to be random and unorganized, but here are my thoughts on the laptop:So far so good after a month.",['GENERAL'],positive
387,"It took some getting used to on the Widows 8.1, after being an XP user for many years.",['OS'],neutral
388,Everything seems to be running smoothly.,['OPERATION_PERFORMANCE'],positive
389,Only downfall is the preloaded McAfee and other software.,"['SOFTWARE', 'DESIGN_FEATURES']",negative
390,"They are fine while the free subscription is going, but a pain when they start asking you to spend money every time you login.","['SOFTWARE', 'SOFTWARE']",mixed
391,"Device is light weight, quiet during operation and produces little to no heat.","['DESIGN_FEATURES', 'QUALITY']",positive
392,It has a quick start up and shut down time.,['OPERATION_PERFORMANCE'],positive
393,The display is good quality.,['DISPLAY'],positive
394,Just wish there were more USB ports.,['DESIGN_FEATURES'],negative
395,"I AM IMPRESSED WITH THIS COMPUTER, INEXPENSIVE BUT QUALITY.","['GENERAL', 'PRICE', 'QUALITY']",positive
396,"LOVE THE SIZE, I AM USING THIS FOR WORK, I AM A NURSE AND HAVE TO CHART DAILY, THIS IS EASY TO USE AND I HAVE NOT HAD ANY PROBLEMS WITH IT.","['DESIGN_FEATURES', 'USABILITY', 'GENERAL']",positive
397,It's so damn good I bought 2 :D,['GENERAL'],positive
398,"If you're the type of person that just likes to browse the Internet and enjoy media and do light work with Microsoft office, this is the laptop for you.",['MISCELLANEOUS'],positive
399,Don't expect it to be a champion performer so if you want to play games or whatever this is not the computer for you.,"['OPERATION_PERFORMANCE', 'MISCELLANEOUS']",mixed
400,It's extremely light weight and slim because of the lack of an optical drive (who uses those anymore anyways) so it easily fits into any college students bag.,"['DESIGN_FEATURES', 'PORTABILITY']",positive
401,I would recommend this to anyone who doesn't need much out of a computer.,['MISCELLANEOUS'],positive
402,Bought a spare one for college and one for my mom :D,[],na
403,Happy shopping guys,[],na
404,I am very happy with this computer.,['GENERAL'],positive
405,"It is exactly what I expected, and the price is excellent!","['GENERAL', 'PRICE']",positive
406,"You are getting what you pay for and in my opinion, it is worth more.","['GENERAL', 'PRICE']",positive
407,Been using it for about 4 hours now and it seems plenty fast and does everything I need it to do.,"['OPERATION_PERFORMANCE', 'GENERAL']",positive
408,Its a very basic laptop.,['MISCELLANEOUS'],neutral
409,"I thought it would have a CD-rom drive, but there isnt one.",['DESIGN_FEATURES'],negative
410,Also wish it had a port to plug an internet cord into it because sometimes my wifi router likes to not work.,"['DESIGN_FEATURES', 'CONNECTIVITY']",negative
411,But for the price its good.,"['GENERAL', 'PRICE']",mixed
412,Other than the slow CPU it works great for everyday use.,"['CPU', 'MISCELLANEOUS']",mixed
413,Heavy gaming is definitely not it's strong point.,['MISCELLANEOUS'],negative
414,The cover is a soft rubber texture without the friction.,['QUALITY'],positive
415,Slick design and looks great.,['DESIGN_FEATURES'],positive
416,"The machine is easy to use, has the power it needs for personal use and some light professional work.","['USABILITY', 'MISCELLANEOUS']",positive
417,"It could be lighter, but couldn't everything.",['DESIGN_FEATURES'],neutral
418,The battery seems adequate for most uses ~ 4.5 hour use/charge.,['BATTERY'],positive
419,Screen is clear and bright.,['DISPLAY'],positive
420,Glad it has the DVD drive.,['DESIGN_FEATURES'],positive
421,Perfectly adequate.,['GENERAL'],positive
422,Great PC.,['GENERAL'],positive
423,"The i7 is incredibly fast, the RAM makes it proper for several games (not on maximum quality).","['CPU', 'MEMORY', 'MISCELLANEOUS']",positive
424,Great sound quality too.,['MULTIMEDIA_DEVICES'],positive
425,Nice laptop.,['GENERAL'],positive
426,"I use it for school, its quick and has everything I need on it.","['OPERATION_PERFORMANCE', 'GENERAL']",positive
427,Good battery life as well.,['BATTERY'],positive
428,Wifi card not working right out of the box.,"['CONNECTIVITY', 'HARDWARE', 'HARDWARE']",negative
429,Dealing with HP support is a ridiculous and painful experience.,['SUPPORT'],negative
430,"I have spent more than 2.5 hours on the phone with them (over 4 different calls), only to get no where.",['SUPPORT'],negative
431,"Now I'm looking into the return process, which I'm sure will just be loads of fun, if my prior experience is any indication.",['SUPPORT'],negative
432,"Seriously, save yourself the hassle and purchase from a different company.",['COMPANY'],negative
433,"Used to love HP products, but this has soured me on the whole company.","['GENERAL', 'COMPANY']",negative
434,By far the best laptop I've ever had.,['GENERAL'],positive
435,"Its fast, powerful, screen display is top notch and the battery life is excellent for a laptop of this size.","['OPERATION_PERFORMANCE', 'DISPLAY', 'BATTERY', 'DESIGN_FEATURES']",mixed
436,"My only concern is that since the battery is not external, I will not be able to change it out once it starts not to hold a good charge over a length of time.",['BATTERY'],negative
437,I wonder if thats just Apples way of saying its time to get the newest and greatest laptop 3-4 years from now lol.,['COMPANY'],neutral
438,The product is average and works well.,"['GENERAL', 'OPERATION_PERFORMANCE']",mixed
439,Works at a decent speed.,['OPERATION_PERFORMANCE'],neutral
440,The mouse pad however is very loud which is why i gave it four stars.,['MOUSE'],negative
441,I had a great experience purchasing my Dell Inspiron i3531-1200BK 15.6-Inch Laptop.,['GENERAL'],positive
442,"I was very impressed by the sellers speedy two-day delivery, which was free!",[],na
443,"My laptop was easy to set-up, and I've had no problems to date.","['USABILITY', 'GENERAL']",positive
444,Thank you!,[],na
445,Did not disappoint me at all.,['GENERAL'],positive
446,Lenovo is the best laptop.,['GENERAL'],positive
447,Built in mike is really poor and unusable for Skype or any other purpose.,"['MULTIMEDIA_DEVICES', 'MULTIMEDIA_DEVICES', 'MULTIMEDIA_DEVICES']",negative
448,And the only microphone input is for a combo Mike/Speaker plug.,['DESIGN_FEATURES'],negative
449,So to communicate I need to wear ear plugs or a headset with a built-in mike.,['USABILITY'],negative
450,That's a nuisance for family Skype calls...only one can speak at a time.,['USABILITY'],negative
451,"We haven't used it enough or had it long enough to give it 5 stars, but so far it has been a very good laptop.",['GENERAL'],positive
452,Several other reviewers made comments on the keyboard and now I can understand why --- this keyboard is the nicest to use of any laptop we've ever owned.,['KEYBOARD'],positive
453,"I'm a life-long desktop computer user, and the keyboard on this laptop is as close to a ""normal"" keyboard as I've ever seen.",['KEYBOARD'],positive
454,We like this new laptop -- a lot!,['GENERAL'],positive
455,Very good performer for the price.,"['OPERATION_PERFORMANCE', 'PRICE']",mixed
456,"Not blazing fast, but quick enough.",['OPERATION_PERFORMANCE'],positive
457,One really nice thing about Lenovo laptops is that they are not cluttered with a bunch or trial software.,"['DESIGN_FEATURES', 'SOFTWARE', 'COMPANY']",positive
458,The desktop was clean once I got it up and running.,['DESIGN_FEATURES'],positive
459,"Battery life is above average, and it charges quickly.",['BATTERY'],positive
460,Keyboard is sturdy.,['KEYBOARD'],positive
461,"The touch pad takes a little getting used to as the ""click"" buttons are on top instead of the bottom.","['MOUSE', 'MOUSE']",mixed
462,I will be considering Lenovo for all future laptop purchases.,['COMPANY'],positive
463,This lap top is good so far.,['GENERAL'],positive
464,It is quiet runs smoothly.,"['QUALITY', 'OPERATION_PERFORMANCE']",positive
465,"I really like the video option on it, I stream movies on Amazon Prime and Netflix and there is no lag.","['DESIGN_FEATURES', 'OPERATION_PERFORMANCE']",positive
466,Actually streams better than my regular desk top computer.,[],na
467,"The only negative would be that it gets pretty warm sitting on my lap for very long, but that is pretty much standard for all lop tops I think.",['QUALITY'],neutral
468,Now I lay a pillow on my lap first.,[],na
469,Problem solved.,[],na
470,ouch.,[],na
471,it stopped working 31 days after purchase.,"['OPERATION_PERFORMANCE', 'QUALITY']",negative
472,i just tried to restart it.,[],na
473,i hope they can fix it somehow.,[],na
474,it was slow and might be problematic.,"['OPERATION_PERFORMANCE', 'GENERAL']",negative
475,i would shop around for a better one.,['GENERAL'],negative
476,CRASHED only 2 days from getting it!!!!,"['OPERATION_PERFORMANCE', 'QUALITY']",negative
477,Says it is failing hard drive.,['HARD_DISC'],negative
478,Going to see what lenovo does.,[],na
479,I should have bought something better.,['GENERAL'],negative
480,"The PC is works well with a good battery and a power cable, and has a web cam.","['OPERATION_PERFORMANCE', 'BATTERY', 'DESIGN_FEATURES']",positive
481,"However, it does not have a DVD drive, neither does it afford one the opportunity to connect an external DVD drive as the manufacturer did not make any point ofconnection of an external drive.","['DESIGN_FEATURES', 'USABILITY', 'CONNECTIVITY']",negative
482,Got it for my wife.,[],na
483,"Other than a hate of windows 8, she just loves it.","['GENERAL', 'OS']",mixed
484,This is not my first Dell laptop.,[],na
485,"I've owned other models, as well.",[],na
486,This one doesn't seem to be the same quality as ones I have purchased before.,[],na
487,The plastic materials are rather cheap.,['QUALITY'],negative
488,LOVE IT!,['GENERAL'],positive
489,NEEDS MORE INSTRUCTIONS WITH IT,['MISCELLANEOUS'],negative
490,"I'm very happy with my Acer, it does just for what I need it.",['GENERAL'],positive
491,Even the sound is fantastic,['MULTIMEDIA_DEVICES'],positive
492,I love this laptop.,['GENERAL'],positive
493,Even my extremely tech savvy boyfriend was impressed with the features and sleek design.,['DESIGN_FEATURES'],positive
494,"Although I've had it for less than a week, I am very satisfied.",['GENERAL'],positive
495,Functions well.,['OPERATION_PERFORMANCE'],positive
496,Does all that was advertised.,['GENERAL'],positive
497,"If it had a 4,5 star option, that is what I would give.",['GENERAL'],positive
498,"The build is perfect, the screen fantastic, but I do have a bit of a problem with the fact that I have to buy adaptors for nearly everything, from vga cables to ethernet cables, so, almost perfect...","['QUALITY', 'DISPLAY', 'CONNECTIVITY', 'USABILITY']",mixed
499,I just bought this laptop yesterday.,[],na
500,This is how I feel about the laptop so far:,[],na
501,1.Great display.,['DISPLAY'],positive
502,Love the color accuracy.,['DISPLAY'],positive
503,2.Very decent speakers.,['MULTIMEDIA_DEVICES'],positive
504,3.Fairly fast.,['OPERATION_PERFORMANCE'],positive
505,4.Loud fan when watching 4K video off YouTube.,['FANS_COOLING'],negative
506,Sounds like a washer.,['FANS_COOLING'],negative
507,Machine gets fairly hot near the bottom of the screen.,['QUALITY'],negative
508,5.Best to use the power supply for 4K video viewing.,[],na
509,Battery power laptop had difficulties computing.,"['OPERATION_PERFORMANCE', 'USABILITY']",negative
510,6.Still feels too heavy to me.,['DESIGN_FEATURES'],negative
511,Could lose another pound or two.,['DESIGN_FEATURES'],negative
512,7.Expensive.,['PRICE'],negative
513,Paid close to $2800 out the door.,['PRICE'],negative
514,There are too many things to test.,[],na
515,Will update my review when I have time.,[],na
516,Biggest piece of junk I have ever purchased.,['QUALITY'],negative
517,Bought it for my wife as a birthday present having owned a Dell in the past which was a great computer.,[],na
518,This clunker however stopped working after only two weeks of having it delivered.,"['OPERATION_PERFORMANCE', 'QUALITY']",negative
519,It would have a full charge yet would turn itself off for no explainable reason after being on for 5 minutes.,['OPERATION_PERFORMANCE'],negative
520,I promptly sent it back for an exchange thinking this was just a bad one and surely the next one would be fine.,[],na
521,"The second one, after a little over a month, refused to turn on even with a full charge.","['OPERATION_PERFORMANCE', 'QUALITY']",negative
522,And I have pictures on there with no way to retrieve them!,[],na
523,What a lemon!!,['QUALITY'],negative
524,This is a big disappointment.,['GENERAL'],negative
525,"I only use a laptop for personal use, but this one can't even handle that!",['MISCELLANEOUS'],negative
526,It takes a long time to load any page.,['OPERATION_PERFORMANCE'],negative
527,I've had it for a minth and so far it's shut down completely 3 times.,"['OPERATION_PERFORMANCE', 'QUALITY']",negative
528,Had to call Dell to get it back online.,[],na
529,"I have had Dell Desktops for years, so had no qualms about buying a Dell laptop.","['GENERAL', 'COMPANY']",negative
530,Never again.,[],na
531,I've always sworn by dell.,['COMPANY'],positive
532,My very first laptop was a dell and it never failed me.,[],na
533,"It was stubborn as hell, no amount of dust or slipping to the ground phased it.",[],na
534,It worked super fast and got the job done.,[],na
535,"So with this new order, all the upgrades and windows 8 really caught my eye and I got this for the long haul.","['DESIGN_FEATURES', 'OS']",positive
536,I am not ultra tech savvy but I can tell when it works slow!,['OPERATION_PERFORMANCE'],negative
537,All I needed this for was to do some typing and simple internet browsing and maybe watching netflix here and there.,[],na
538,I barely have any files or downloads and its almost impossible to get this thing to load.,"['OPERATION_PERFORMANCE', 'CONNECTIVITY']",negative
539,I know its not my internet connection because I have an HP as well and its like lightening even with the mass of data and info I have on it.,[],na
540,I'm so disappointed.,['GENERAL'],negative
541,Disclaimer: I'm a Mac user.,[],na
542,"I wanted to love this laptop, which I bought as a transitional laptop to use between jobs, before my new university gave me one.",[],na
543,"In two months, both the power cord pin broke (the company replaced it) and then the CD drive literally jumped out of the laptop unannounced and shattered into a million pieces.","['POWER_SUPPLY', 'SUPPORT', 'OPTICAL_DRIVES']",mixed
544,"In addition, no matter what I do to change the settings, add/delete Flash, etc., Firefox hangs on start-up.",['SOFTWARE'],negative
545,It seems like Lenovo also makes weird choices about which side to put the powercord and other slots on.,"['DESIGN_FEATURES', 'COMPANY']",negative
546,The cords always feel like they are in my way.,['DESIGN_FEATURES'],negative
547,"One positive aspect of this laptop is the keyboard, which is larger than usual.",['KEYBOARD'],positive
548,It's a pleasure to type on.,['KEYBOARD'],positive
549,"My final thoughts: if you are a Mac user, stay away.",['MISCELLANEOUS'],negative
550,"If you want to travel with this laptop, don't buy it.",['PORTABILITY'],negative
551,"It's clunky, heavy, and a pain to start up and shut down.","['PORTABILITY', 'DESIGN_FEATURES', 'OPERATION_PERFORMANCE']",negative
552,"If you have zero dollars, consider it.",[],na
553,"If you want ease of use and long-term happiness, buy a Macbook.",[],na
554,Great for games,['MISCELLANEOUS'],positive
555,It's truly a great laptop for the price.,"['GENERAL', 'PRICE']",mixed
556,I built my own gaming pc with a intel i5-4590 in it and a gtx 760 so I know what crazy performance on a computer can come to.,[],na
557,"However, this laptop far exceeded my expectations when I bought it for college, I only use Malwarebytes and Microsoft Security Essentials, run a virus scan maybe once a week and it has ran smoother than butter for the past two years.","['MISCELLANEOUS', 'OPERATION_PERFORMANCE']",positive
558,"For $250, which is as much as my graphics card alone cost, this laptop is an incredible value.","['PRICE', 'GENERAL']",positive
559,"It is quite impressive at multitasking, which really surprised me.",['OPERATION_PERFORMANCE'],positive
560,I can have tabs open while playing YouTube videos and it handles it impressively well.,['OPERATION_PERFORMANCE'],positive
561,"BUT I should tell you that this laptop does not have the best screen, it's certainly good enough for the average person, but if you're used to good screens this may bother you a bit, but it's certainly not unbearable by anyone's standards.",['DISPLAY'],neutral
562,"If you want to game, this thing can handle League of Legends on medium-low settings, but I certainly wouldn't recommend it for gaming.",['MISCELLANEOUS'],negative
563,"Overall, a great laptop for simply doing basic things and web-browsing.",['MISCELLANEOUS'],positive
564,"Would definitely recommend for those who are ""technologically ignorant""",['MISCELLANEOUS'],positive
565,this computer is very slow,['OPERATION_PERFORMANCE'],negative
566,I love this laptop!,['GENERAL'],positive
567,It does everything I need it too!,['GENERAL'],positive
568,Very good price.,['PRICE'],positive
569,Very nice computer,['GENERAL'],positive
570,Immediately didn't like the track buttons.,['MOUSE'],negative
571,They are loud and clunky but I figured I'd get used to it.,"['MOUSE', 'MOUSE', 'MOUSE']",mixed
572,No need to.,[],na
573,The laptop died two days after I received it.,['QUALITY'],negative
574,"I purchased a  Dell Inspiron I3531-1200BK and so far I love it, this model has a true life monitor, which is worth the extra bucks.","['GENERAL', 'DISPLAY', 'PRICE']",mixed
575,If you're looking for a basic PC this is the way to go.,['MISCELLANEOUS'],positive
576,The hinges on this PC are nice and tight and well made like the rest of the PC.,['QUALITY'],positive
577,I was surprised  at  the overall quality and the price,"['QUALITY', 'PRICE']",positive
578,"In all my life i have never come across a computer as slow as this one, it cant perform basic operations and is practically useless.","['OPERATION_PERFORMANCE', 'GENERAL']",negative
579,I just received the laptop and if it runs like this already cant imagine how it would work in the next couple of weeks.,['OPERATION_PERFORMANCE'],negative
580,It took almost 20 minutes to boot up.,['OPERATION_PERFORMANCE'],negative
581,Please people dont make the same mistake i did.,['GENERAL'],negative
582,"This is a complete waste of money, dont let the price fool you!","['GENERAL', 'PRICE']",mixed
583,Would be a very nice laptop if the mousepad worked properly.,"['GENERAL', 'MOUSE']",mixed
584,It was not responsive at all to touch.,['MOUSE'],negative
585,Very frustrating.,[],na
586,"And while tapping the mousepad to try to get it to work, your palm would inevitably touch the side which would pull up the side windows and block your ability to find the mouse.","['MOUSE', 'MOUSE']",negative
587,"If they can fix this, I think it would be a very nice, cost-effective laptop.","['GENERAL', 'PRICE']",positive
588,This laptop broke within the first hour of use.,['QUALITY'],negative
589,The 'A' key became jammed so that sometimes it wouldn't press in.,['KEYBOARD'],negative
590,Dell claims they test each key with thousands of mechanical key strokes.,['COMPANY'],negative
591,"Also, after restarting the laptop it constantly made high pitched electronic noises.",['QUALITY'],negative
592,"I'm sure I just got a bad egg, but instead of getting a replacement I decided to try a different one.","['QUALITY', 'GENERAL']",negative
593,This laptop is nice.,['GENERAL'],positive
594,"It has a decent feel to it, sharp display and is fast enough.","['QUALITY', 'DISPLAY', 'OPERATION_PERFORMANCE']",mixed
595,The biggest problem I have is the right side and top of the touchpad is unresponsive.,['MOUSE'],negative
596,So frustrating!!,[],na
597,"I have updated the drivers and tweeked every feature available, but nothing has helped.",['MOUSE'],negative
598,"Also, the touchpad is almost 'sticky', which kind of defeats the purpose of a touchpad.","['MOUSE', 'MOUSE']",negative
599,"I would love to keep this laptop, but will be sending it back and looking for a different brand.","['GENERAL', 'COMPANY']",negative
600,No Lenovo for me.,['COMPANY'],negative
601,Initially I liked the product so much.,['GENERAL'],positive
602,Although it was slow but I felt it was ok for the price you have bought it.,"['OPERATION_PERFORMANCE', 'GENERAL', 'PRICE']",mixed
603,But now I am having battery problems.,['BATTERY'],negative
604,Laptop automatically shuts down when battery life reaches 30%.,['OPERATION_PERFORMANCE'],negative
605,I bought this laptop in November 2013.,[],na
606,I am not satisfied with the product.,['GENERAL'],negative
607,It's an amazing laptop.,['GENERAL'],positive
608,Most of the things about the laptop is awesome except the touchpad.,"['GENERAL', 'MOUSE']",mixed
609,The laptop is fast.,['OPERATION_PERFORMANCE'],positive
610,The Windows 8.1 used to boot in just 2s and that was freaking awesome.,['OS'],positive
611,Now I have dual booted my laptop to Windows 8.1 and Ubuntu 14.04 and it's not got too slow either.,['OPERATION_PERFORMANCE'],positive
612,I am loving it completely.,['GENERAL'],positive
613,It does make a little noise but that's alright as it's not too much.,['QUALITY'],neutral
614,It doesn't get heated up much even after continuous usage.,['QUALITY'],positive
615,"But the  touchpad is soooooooooo big that whenever I am typing, my palm touches some part of it and then the cursor goes somewhere else and it's really annoying.","['MOUSE', 'MOUSE']",negative
616,"I prefer typing without having to see the keyboard but due the large touchpad, i always have to type cautiously as my hand might take me somewhere else.","['MOUSE', 'MOUSE']",negative
617,HP please fix it.,[],na
618,A smaller touchpad would make life easier for Computer Science students or IT people much more easier.,"['MOUSE', 'MOUSE']",negative
619,"Uhhhhhh, the computer looks good.",['DESIGN_FEATURES'],positive
620,"But, it works really slowwwwww!!!",['OPERATION_PERFORMANCE'],negative
621,It has got me feel like to take years to successfully open a web page.,['OPERATION_PERFORMANCE'],negative
622,Purchased it for my birthday and love it!,['GENERAL'],positive
623,I've been a loyal Dell user for quite some time.,[],na
624,But every six months my Dell computer crashes.,[],na
625,"Since I also do a lot of writing and illustrations using Adobe products, I thought I would try a Mac.",[],na
626,I'm so glad that I have.,['GENERAL'],positive
627,It's been a very easy transition moving my Windows created files over to the Mac.,['USABILITY'],positive
628,So far I haven't lost any quality or information.,"['QUALITY', 'MISCELLANEOUS']",positive
629,I have a little bit of a learning curve with the keyboard shortcuts.,['KEYBOARD'],neutral
630,"But other than that, I really am loving the quality and speed.","['QUALITY', 'OPERATION_PERFORMANCE']",positive
631,Expensive but worth it.,"['PRICE', 'GENERAL']",mixed
632,The display has a great resolution but have difficulty always seeing the small print.,"['DISPLAY', 'DISPLAY']",mixed
633,Haven't quite figured out how to make the font size larger overall.,['USABILITY'],neutral
634,I'll keep trying however.,[],na
635,This is without a doubt the worst laptop I've ever had.,['GENERAL'],negative
636,I wavered between another Toshiba and this and ended up choosing this and I'm so sorry I did.,[],na
637,"And of course, the return window closed last week so now, I'm stuck with it.",['GENERAL'],negative
638,I will never buy another Lenovo anything!,"['GENERAL', 'COMPANY']",negative
639,"Unless you plan on using a mouse with this laptop, don't buy this.",['MOUSE'],negative
640,"The touchpad hasn't worked correctly since delivery though in the beginning, I thought perhaps it was just a bit of a quirk since most touchpads I've worked with have some inherent oddities.","['MOUSE', 'MOUSE']",negative
641,"This one however, is now very loose and I have to either tap hard or repeatedly push to click in order for it to work, Then suddenly, I can barely touch it at all and it clicks on its own.","['MOUSE', 'MOUSE', 'MOUSE']",negative
642,"Today, it hasn't worked at all more than it has.",['MOUSE'],negative
643,The laptop has 4G and a 2.9g processor and it's slower than the four year old Toshiba I replaced.,[],na
644,"It hangs, freezes and just isn't working properly.",['OPERATION_PERFORMANCE'],negative
645,I have now been waiting almost a minute for the computer management window to open!,['OPERATION_PERFORMANCE'],negative
646,"Though I don't have much installed, I only have 96 of the 278G left!",['MISCELLANEOUS'],negative
647,"I have no idea what's taking up all the room, it doesn't make sense.",['MISCELLANEOUS'],negative
648,Most of my things are stored in the cloud.,[],na
649,"I could go on and on, but suffice it to say, if you want to spend $400+ on a laptop, don't buy this one!",['GENERAL'],negative
650,It's definitely not worth the money.,"['GENERAL', 'PRICE']",negative
651,Very fast and good for most steam games.,"['OPERATION_PERFORMANCE', 'MISCELLANEOUS']",positive
652,"Don't expect great graphics, though.",['GRAPHICS'],neutral
653,"The keyboard and sound are great, and the matte screen works well.","['KEYBOARD', 'MULTIMEDIA_DEVICES', 'DISPLAY']",positive
654,Can run CS:GO at 60 fps on low settings.,['DISPLAY'],positive
655,Computer was DOA.,['QUALITY'],negative
656,Turned it on and it was beeping.,['QUALITY'],negative
657,Looked up the manual on another computer.,[],na
658,The manual said that particular series of beeps indicated a video problem.,[],na
659,Have the unit serviced.,[],na
660,Lenovo sent me a box to return it to them.,[],na
661,They claim they will have it back in six working days.,[],na
662,We'll see.,[],na
663,"Once I get a working computer, I think I will like it.",[],na
664,I've had Lenovo computers before.,[],na
665,I love this laptop.,['GENERAL'],positive
666,"Looks good , well built, and very good speed.","['DESIGN_FEATURES', 'QUALITY', 'OPERATION_PERFORMANCE']",positive
667,"Needed a 2 usb adapt. for network plug, no problem.",['CONNECTIVITY'],neutral
668,"Keyboard is nice and windows 8.1 is great, worried about that coming from xp.","['KEYBOARD', 'OS']",positive
669,Price makes this the laptop I was looking for.,"['PRICE', 'GENERAL']",positive
670,So far I am very happy with this computer.,['GENERAL'],positive
671,"It has everything I wanted-- built in Wi-Fi connectibility, a slot for my SD camera memory card, a DVD burner, big beautiful screen, plenty of USB ports (three 3.0 and one 2.0), and a keyboard with a nice touch.","['GENERAL', 'DESIGN_FEATURES', 'CONNECTIVITY', 'DISPLAY', 'DISPLAY', 'KEYBOARD']",positive
672,"I liked the fact that it came with Windows 7, but also included Windows 8 to install later if I need it.","['OS', 'DESIGN_FEATURES', 'MISCELLANEOUS']",positive
673,The price was good.,['PRICE'],positive
674,"I use a wireless mouse, but the touch pad and the ""red button"" in the middle that works like a little ""joystick"" also work fine.",['MOUSE'],positive
675,I wish I had bought this sooner!,['GENERAL'],positive
676,This is a great bargain.,['PRICE'],positive
677,"Yes, it's running and old type processor so, hey, don't even try gaming on it.","['CPU', 'MISCELLANEOUS']",mixed
678,"But, if you are just an average user, it works really great.",['MISCELLANEOUS'],positive
679,"The screen is good, the whole things is very light and doesn't run hot.","['DISPLAY', 'DESIGN_FEATURES', 'QUALITY']",positive
680,"I'm very happy with it, typing on it right now and it is fast enough for that!","['GENERAL', 'OPERATION_PERFORMANCE']",positive
681,I like everything about this laptop.,['GENERAL'],positive
682,It has no way of connecting to the internet save wifi but that's all I use anyway!,['CONNECTIVITY'],neutral
683,I put that free app on for word processing and it works like a charm.,['SOFTWARE'],positive
684,"I plugged it into my existing printers and it just worked, no fuss no muss.","['CONNECTIVITY', 'USABILITY']",positive
685,It immediately recognized the printer and was ready to go.,"['CONNECTIVITY', 'USABILITY']",positive
686,Excellent buy.,['GENERAL'],positive
687,The worst computer I have ever laid my eyes upon.,['GENERAL'],negative
688,"Firstly, it has no leds to let you know what is going on, no cap lock, no hard drive indicator, nothing.",['DESIGN_FEATURES'],negative
689,"Ok, one light to let you know if the damn thing is on.",['DESIGN_FEATURES'],negative
690,"The biggie though is the fact that it disconnects from the internet whenever if feels like it, even when the strength bar is filled.",['CONNECTIVITY'],negative
691,"Also, when you try to download a large file, like a video, it will start out normally, downloading at around 600kb/sec and over the course of a couple of minutes will slow waaaaaay down to around 20kb/sec, making a download of a couple minutes into several hours making it worthless.","['CONNECTIVITY', 'OPERATION_PERFORMANCE', 'USABILITY']",negative
692,Get a probook instead.,[],na
693,Too often I would find it not being able to stay connected to the internet.,['CONNECTIVITY'],negative
694,I was unable to download iTunes to it.,['USABILITY'],negative
695,Dell support was awful to deal with.,['SUPPORT'],negative
696,And the settings are simply annoying.,['MISCELLANEOUS'],negative
697,Just not for me.,['GENERAL'],negative
698,"The computer is as expected, and worth the money.","['GENERAL', 'PRICE']",positive
699,The 8.1 windows is a major disappointment.,['OS'],negative
700,Operating a non touch screen on this system is a royal pain!,['OS'],negative
701,Was this computer refurbished?,[],na
702,It came with no instruction book - no back up CD's and has already crashed.,"['MISCELLANEOUS', 'OPERATION_PERFORMANCE', 'QUALITY']",negative
703,Help!,[],na
704,Hands down one of my best and most used purchases thus far.,['GENERAL'],positive
705,The Mid-2014 MacBook Pro does no disappoint...,['GENERAL'],positive
706,"Retina screen, solid build quality, weight, fast processor and the reliability of the Apple brand.","['DISPLAY', 'QUALITY', 'DESIGN_FEATURES', 'CPU', 'COMPANY']",positive
707,"Cons:Honestly zero con's ... as a Windows PC user the switch over was seamlessly,  I run Parallel when I need Windows.","['GENERAL', 'USABILITY']",positive
708,All my devices work flawlessly.,['USABILITY'],positive
709,"I'm an amature, so this does more than I can handle.",['GENERAL'],positive
