,text,categorys,polarity
454,Both my husband and I have this model Toshiba.,[],na
455,I love everything about it.,['GENERAL'],positive
456,The only downfall is the battery only last 1.5-2.0 hrs when not plugged in.,['BATTERY'],negative
457,I would like at least a 4 hr. battery life.,['BATTERY'],negative
458,"Otherwise, all other features are a 1",['DESIGN_FEATURES'],positive
459,This mac is great!,['GENERAL'],positive
460,"lightweight, long battery life, excellent transition from PC;","['DESIGN_FEATURES', 'BATTERY', 'MISCELLANEOUS']",positive
461,THIS HAS BEEN NOTHING BUT A HEADACHE SINCE WE PURCHASED IT.,['QUALITY'],negative
462,"I will NEVER buy (Refurbished) again, I don't cae how cheap it is.",['MISCELLANEOUS'],negative
463,I'll wait and save up for a new one.,[],na
464,Just don't waste your time and money on this.,['GENERAL'],negative
465,"I tried giving it 0 stars but I had to choose at least one, but IMO NO STARS",['GENERAL'],negative
466,Summary: Dont buy HP.,['COMPANY'],negative
467,"If you buy, pray you dont have major prolems.",['COMPANY'],negative
468,Runs Hot,['QUALITY'],negative
469,I thought we were paying for quality in our decision to buy an Apple product.,"['COMPANY', 'QUALITY']",negative
470,"Unfortunately, that is not the case.",[],na
471,"After a little more than a year of owning my MacBook Pro, the monitor has completely died.",['DISPLAY'],negative
472,"Because we did not purchase the extended warranty in time, we are on the hook for the repair.",[],na
473,The Genius at the Apple store advised me that there was nothing about my use of the computer that caused this failure.,[],na
474,"In fact, he said, about 10% of their products fail.",[],na
475,Hmmm - that high failure rate sure isn't reflected in the retail price.,[],na
476,"This purchase opened me to the world of Macbooks, and I am impressed with the intuition of the design, the beauty of the product, and the excellent technological advances associated with it.",['DESIGN_FEATURES'],positive
477,This is the third MacBook Pro in our family.,[],na
478,I bought my first MacBook after seeing the product demonstrated.,[],na
479,Then 2 of my nephews were going into music and both fell in love with the MacBook Pro.,['GENERAL'],positive
480,Now they are believers in the product.,['GENERAL'],positive
481,"It is easy to use, has great screen quality, and every so light weight.","['USABILITY', 'DISPLAY', 'DESIGN_FEATURES']",positive
482,I own other Macs but always find myself navigation to the MacBook Pro to get my work done.,[],na
483,This little netboook is helping me get work done!,['GENERAL'],positive
484,I can do pretty much 75% of what I do on my desktop on my kitchen table.,[],na
485,I homeschool my kids and with this netbook next to my desk we get to teaching and illustrating without skipping a beat.,['MISCELLANEOUS'],positive
486,I am first time Mac Buyer and am amazed at features and ease of use the Mac offers.,"['DESIGN_FEATURES', 'USABILITY']",positive
487,"I bought it for my mom and she reports that the battery life lasts all day for her, it's very lightweight, and the response for the computing she's doing (Internet focused activity: mail, research, etc.) is excellent;","['BATTERY', 'DESIGN_FEATURES', 'OPERATION_PERFORMANCE', 'MISCELLANEOUS']",positive
488,she can't tell the difference between it and her regular desktop system.,[],na
489,The overall build quality of the unit is excellent and she'd recommend it to anyone else looking for a netbook.,"['QUALITY', 'GENERAL']",positive
490,"If you're looking for something to fly through those massive spreadsheets or play a graphics-intensive game, you'd be better off getting a machine aimed at that segment of the market.",['MISCELLANEOUS'],neutral
491,"previous laptops were pc's, still have them, but the mac osx is a clean and smooth operating system.","['OS', 'OS']",positive
492,"still testing the battery life as i thought it would be better, but am very happy with the upgrade.","['BATTERY', 'GENERAL']",mixed
493,"Probably as good as you can get in a netbook, does everything I ask for and has some very good unexpected pluses.","['GENERAL', 'DESIGN_FEATURES']",positive
494,Has met or exceeded my needs for a compact travel device.,"['PORTABILITY', 'USABILITY']",positive
495,"So far, so good!",['GENERAL'],positive
496,I've been impressed with the battery life and the performance for such a small amount of memory.,"['BATTERY', 'OPERATION_PERFORMANCE', 'MEMORY']",mixed
497,I don't understand why only Windows 7 Starter is included.,['DESIGN_FEATURES'],negative
498,Strong performance in this device makes use of fun and a strong sense of the era of speed,['OPERATION_PERFORMANCE'],positive
499,This device serves all modern requirements is a very strong game and is very useful for designers.,"['GENERAL', 'MISCELLANEOUS']",positive
500,Enjoy that Toshib force and durability unparalleled,"['OPERATION_PERFORMANCE', 'QUALITY']",positive
501,"Needs longer lasting battery, More than 1 to 2 Hrs.",['BATTERY'],negative
502,"Needs Power and Mouse Cable to Plug in back instead of side, In the way of operating a mouse in small area.","['MOUSE', 'MOUSE']",mixed
503,For the use it was purchased for it is a good Laptop.,['MISCELLANEOUS'],positive
504,Comfterbale to use light easy to transport.,"['USABILITY', 'DESIGN_FEATURES', 'PORTABILITY']",positive
505,"I love this product because it is Toshiba and its 15.6"".","['GENERAL', 'DESIGN_FEATURES', 'COMPANY']",positive
506,"It has no camera but, I can always buy and install one easy.",['DESIGN_FEATURES'],neutral
507,"I had a USB connect but, i can't use it because it is not compatible.",['USABILITY'],negative
508,That's the downside for me.,['USABILITY'],negative
509,"But, I would recommend this product.",['GENERAL'],positive
510,Satisfy what I paid for it.,"['GENERAL', 'PRICE']",mixed
511,Good monitor and performed well.,"['DISPLAY', 'OPERATION_PERFORMANCE']",positive
512,I am using the external speaker- sound is good.,['MULTIMEDIA_DEVICES'],positive
513,Best thing is I can use existing 32 bit old programs.,['USABILITY'],positive
514,I recommend for word processing and internet users.,['MISCELLANEOUS'],positive
515,The Toshiba laptop I am using is easier to use than most I have tried.,[],na
516,The games included are very good games.,['SOFTWARE'],positive
517,I am finding my way around this laptop better than my last one.,[],na
518,I would highly recommend this one to my friends,['GENERAL'],positive
519,I bought this laptop because of the performance to price ratio.,"['OPERATION_PERFORMANCE', 'PRICE']",positive
520,"It works great for general internet use, Microsoft Office apps, home bookkeeping, etc.",['MISCELLANEOUS'],positive
521,"It doesn't have a lot of frills, but I didn't need any, and being able to buy what I needed, and not more than I needed was very important.","['DESIGN_FEATURES', 'MISCELLANEOUS']",mixed
522,This computer I used daily nice compact design.,"['DESIGN_FEATURES', 'USABILITY']",positive
523,Excellent speed for processing data.,['OPERATION_PERFORMANCE'],positive
524,And if you are a game player it works with World Of Warcraft wonderfully.,['MISCELLANEOUS'],positive
525,Now when I order I did not go full scale for the webcam or full keyboard I wanted something for basics of being easy to carry when I use crutchs or wheelchair and with a backpack laptop bag.,[],na
526,All in all great item highly recommend it.,['GENERAL'],positive
527,Bought it to use mostly for oline classes.,[],na
528,i would have to say that overall its great!,['GENERAL'],positive
529,"Aside from the trial software and the short battery life, lack of a webcam, its great.","['SOFTWARE', 'BATTERY', 'DESIGN_FEATURES', 'GENERAL']",mixed
530,"Fast, great visual!","['OPERATION_PERFORMANCE', 'DISPLAY']",positive
531,"Oh yea, has no numeric pad on the side.",['KEYBOARD'],negative
532,"I use that alot on my desktop, so I am adjusting to not having it.",[],na
533,2nd Best computer in the world  only one way this computer might become the best is that it needs to upgreade patches  to make less easier for people to hack into,"['GENERAL', 'QUALITY']",mixed
534,Sells for the same as a netbook without sacrificing size.,[],na
535,My favorite part of this computer is that it has a vga port so I can connect it to a bigger screen.,"['DESIGN_FEATURES', 'CONNECTIVITY']",mixed
536,Great wifi too.,['CONNECTIVITY'],positive
537,"The screen is a little glary, and I hated the clicking buttons, but I got used to them.","['DISPLAY', 'MOUSE']",mixed
538,Overall for the money this is a good deal.,"['GENERAL', 'PRICE']",mixed
539,There is no number pad to the right of the keyboard which is a bummer.,['KEYBOARD'],negative
540,The speakers are terrible and are probably the cheapest ones I have ever seen in a laptop so if your planning to listen to music I suggest you get something better.,"['MULTIMEDIA_DEVICES', 'MULTIMEDIA_DEVICES']",negative
541,"while the keyboard itself is alright, the plate around it is cheap plastic and makes a hollow sound when using the mouse command buttons.","['KEYBOARD', 'QUALITY']",mixed
542,"I am overall very pleased with my toshiba satellite, I like the extra features, I love the windows 7 home premium.","['GENERAL', 'DESIGN_FEATURES', 'OS']",positive
543,"The battery life has not decreased since I bought it, so i'm thrilled with that.","['BATTERY', 'BATTERY']",positive
544,"I also love the design, the looks, the feel, and the my toshiba feature is wonderfull.","['DESIGN_FEATURES', 'QUALITY']",positive
545,I would easly reccomend this laptop to a friend.,['GENERAL'],positive
546,Couldnt not use it.,['USABILITY'],negative
547,Tried to make a recovey disk wouldnt get passed the first recovery disk.,['USABILITY'],negative
548,defective software.,['SOFTWARE'],negative
549,returned it to walmart.,['GENERAL'],negative
550,This was the second computer and brand bought that day.,[],na
551,I would like to have volume buttons rather than the adjustment that is on the front.,['DESIGN_FEATURES'],negative
552,I also had a problem with the touchpad that caused the mouse pointer to jump all over the screen.,['MOUSE'],negative
553,I went to Toshiba online help and found some suggestions to fix it.,['SUPPORT'],positive
554,One of them seems to have worked.,['SUPPORT'],positive
555,Its a good laptop for its value.,"['GENERAL', 'PRICE']",mixed
556,Registration/1st use is easy.,['USABILITY'],positive
557,Features like the font are very block-like and old school.,['DESIGN_FEATURES'],negative
558,"Would like more trendy, high tech features.",['DESIGN_FEATURES'],negative
559,The start menu is not the easiest thing to navigate due to the stacking.,['OS'],negative
560,Keys stick periodically and I havent had the laptop for 45 days yet.,"['KEYBOARD', 'KEYBOARD']",negative
561,Came fully loaded - good.,['DESIGN_FEATURES'],positive
562,"Seems to slow down occassionally but can run many applications (ie Internet tabs, programs, etc) simultaneously.",['OPERATION_PERFORMANCE'],positive
563,I'm really impressed with the quality and performance for the price of the computer.,"['QUALITY', 'OPERATION_PERFORMANCE', 'PRICE']",mixed
564,"Graphics are clean and sharp, internet interfaces are seamless.","['GRAPHICS', 'CONNECTIVITY']",positive
565,"Only issue is that it is a little slow, and I'm fixing that by adding more RAM.","['OPERATION_PERFORMANCE', 'MEMORY']",mixed
566,Sound card is limited though.,['MULTIMEDIA_DEVICES'],negative
567,"The laptop is very lightweight, can easily carry around in a knapsack full of text books and it barely adds any weight.","['DESIGN_FEATURES', 'PORTABILITY']",positive
568,It is small enough to fit in one of my purses!,['DESIGN_FEATURES'],positive
569,"Windows 7 Starter is terrific (no you can't change the background) but I don't need to, I use it just for school work.","['OS', 'OS']",mixed
570,"The battery life is amazing, the versitility is outstanding.","['BATTERY', 'USABILITY']",positive
571,The ease of set up was terrific.,['USABILITY'],positive
572,I was even able to uninstall McAffe and install one of my Symantec licenses with a no issues whatsoever.,['USABILITY'],positive
573,"I had to adjust my mousepad sensitivity, because it is very sensitive.",['MOUSE'],negative
574,"Keyboard is great, very quiet for all the typing that I do.","['KEYBOARD', 'KEYBOARD']",positive
575,"Screen is crystal clear, yes it's small - but it's a netbook!","['DISPLAY', 'DISPLAY']",mixed
576,Awesome laptop and the perfect size to carry around in college.,"['GENERAL', 'DESIGN_FEATURES', 'PORTABILITY']",positive
577,I couldn't believe how long the battery lasted on a single charge.,['BATTERY'],positive
578,I loaded windows 7 via Bootcamp and it works flawlessly!,['OS'],positive
579,Simply amazing computer!!,['GENERAL'],positive
580,"I really like the Mac 15.4in. Notebook, but its very pricey.","['GENERAL', 'PRICE']",mixed
581,"Heck, I like all Mac computers, but they're all WAY too pricey for the kind of economy the U.S. is going through.",[],na
582,"Love the graphics, awesome programs (including Garageband), and really cool default background.","['GRAPHICS', 'DESIGN_FEATURES', 'SOFTWARE']",positive
583,"But, like I said before, the only reason I don't currently have a Mac laptop is because all of their laptops are too pricey.",['PRICE'],negative
584,"Waiting for the i7 was well worth it, great value for the price.","['GENERAL', 'PRICE']",mixed
585,"Bigger HD, better graphics card, and a bid HD.","['HARD_DISC', 'GRAPHICS']",positive
586,There is nothing to complain about the system.,['GENERAL'],positive
587,I have used PC's and converting to this MacBook Pro was easy.,['USABILITY'],positive
588,If you have the money I suggest going for the i7.,['GENERAL'],positive
589,This is my first personal Satellite purchase but had very good experience through previous Satellite work issued laptops.,[],na
590,"I mainly use it for email, internet, and managing personal files (pics, vids, etc.).",[],na
591,I occassionaly use it for work via VPN and it has not given me any problems.,['MISCELLANEOUS'],positive
592,"The screen is nice and the images comes very clear, the keyboard and the fit just feels right.","['DISPLAY', 'DISPLAY', 'KEYBOARD', 'DESIGN_FEATURES']",positive
593,I consider myself an average user and this computer serves my need.,['GENERAL'],positive
594,The price is another driving influence that made me purchase this laptop.,['PRICE'],positive
595,"I'ts nice to have the higher-end laptops, but this fits my budget and the features I need.","['QUALITY', 'DESIGN_FEATURES', 'PRICE']",positive
596,I normally dont participate in reviews/surveys but this laptop has not given me any problems and hope to share my thoughts...,['GENERAL'],positive
597,another satisfied customer.,['GENERAL'],positive
598,The apple MacBook is the best investment that I have ever made.,['GENERAL'],positive
599,I previously owned a Toshiba and it only lasted about 2 years.,[],na
600,The newer MacBook that I have purchased is one of the best computers.,['GENERAL'],positive
601,I am a college student and it has been very useful.,['MISCELLANEOUS'],positive
602,It has all the features that are necessary for college and if not they are able to be added onto the computer.,"['DESIGN_FEATURES', 'USABILITY', 'MISCELLANEOUS']",positive
603,It has a lot of memory and a great battery life.,"['MEMORY', 'BATTERY']",positive
604,It is sleek and lightweight and charges quickly when needed.,"['DESIGN_FEATURES', 'BATTERY']",positive
605,Its white color is stylish for college students and easy to take to carry and take to classes.,"['DESIGN_FEATURES', 'PORTABILITY']",positive
606,Iphoto is great for adding pictures right to facebook and other social networking sites.,['SOFTWARE'],positive
607,The internet capabilities are also very strong and picks up signals very easily.,['CONNECTIVITY'],positive
608,I have owned macbook pros since 2005 and this is the best yet!,[],na
609,I have had no problems with it unlike some hardware defects on past models.,[],na
610,I have never had to shut down the computer unexpectedly and the computer has never froze on me.,['OPERATION_PERFORMANCE'],positive
611,"The screen is bright and vivid and the keyboard is very easy to use, very important for use quick typers.","['DISPLAY', 'KEYBOARD']",positive
612,"Navigation through the computer is far superior compared to Windows operating systems, as well.",[],na
613,"Overall, this is a wonderful computer and definitly worth the purchase!",['GENERAL'],positive
614,The graphics are stunning.,['GRAPHICS'],positive
615,It's wonderful for computer gaming.,['MISCELLANEOUS'],positive
616,I would definitely suggest this laptop!,['GENERAL'],positive
617,It is very user friendly and not hard to figure out at all.,['USABILITY'],positive
618,"It has many great programs, such as ILife, iPhotos and others.","['DESIGN_FEATURES', 'SOFTWARE']",positive
619,iLife is easily compatible with Microsoft Office so you can send and receive files from a PC.,['SOFTWARE'],positive
620,"In addition, all the design tools on Pages and Keynotes makes it much easier to create professional looking documents and presentations.","['SOFTWARE', 'SOFTWARE']",positive
621,This comes in very handy for me as an educator.,['SOFTWARE'],positive
622,iPhotos is an excellent program for storing and organizing photos.,['SOFTWARE'],positive
623,It allows you to automatically upload photos to your Facebook account with one click.,['SOFTWARE'],positive
624,"In addition, there is photo detection software that will allow you to group all the photos together based upon the people in the picture.",['SOFTWARE'],positive
625,"If you are looking for something reliable, this is the laptop for you.",['QUALITY'],positive
626,"Even though it is much more expensive than many PC laptops, it is worth the price.",[],na
627,This computer was awful!,['GENERAL'],negative
628,I will never buy another computer from Dell ever again do to how awful it worked and how I was treated by the company.,"['COMPANY', 'OPERATION_PERFORMANCE', 'SUPPORT']",negative
629,The computer first started malfunctioning 3 months after purchasing it.,"['OPERATION_PERFORMANCE', 'QUALITY']",negative
630,It does not keep internet signals no matter where you bring it.,['CONNECTIVITY'],negative
631,"The system it comes with does not work properly, so when trying to fix the problems with it it started not working at all.","['OS', 'OS']",negative
632,"When calling Dell for help, reurn, or a new computer they were not useful and left it up to myself to figure out what to do with it.",['SUPPORT'],negative
633,"One year of trying to fix the computer by myself, with help of friends, and even help from computer experts I have given up on trying to fix it.",['QUALITY'],negative
634,"This computer was awful, I would never recomend it to another person.",['GENERAL'],negative
635,Those moments in thime where you want to throw something against the wall?,['GENERAL'],negative
636,"Yeah, I wanted to throw that lap top out the window and light it on fire.",['GENERAL'],negative
637,That's how frustrating it was.,['GENERAL'],negative
638,"It is so simple to use, I use it more than my desktop.",[],na
639,"It is well worth the money it cost, Very good investment.","['GENERAL', 'PRICE']",positive
640,The new Macbook Pro 15 inch i7 is nothing short of amazing.,['GENERAL'],positive
641,The speed is incredible and I am more than satisfied.,['OPERATION_PERFORMANCE'],positive
642,"Yes, a Mac is much more money than the average laptop out there, but there is no comparison in style, speed and just cool factor.",[],na
643,"BOUGHT FROM WAL-MART, I BELIEVE THAT THIS LAPTOP WAS A REPAIRED ITEM.",['MISCELLANEOUS'],neutral
644,THIS LAPTOP WAS BAD FROM THE FIRST DAY OF USE----BROUGHT IT BACK TO STORE FOR RETURN OF MONEY.,"['QUALITY', 'GENERAL']",negative
645,NOW AM VERY APREHENSIVE ABOUT TOSHIBA LAPTOPS.,['COMPANY'],negative
646,WILL NOT EVERY BUY ANOTHER--------LOU,['GENERAL'],negative
647,This is a great value for the money.,"['GENERAL', 'PRICE']",mixed
648,We purchased this as a back up computer after our more expensive HP needed to be repaired.,[],na
649,This is a great computer.,['GENERAL'],positive
650,We haven't had any problems with it at all.,['GENERAL'],positive
651,The body is a bit cheaply made so it will be interesting to see how long it holds up.,['QUALITY'],negative
652,"Overall though, for the money spent it's a great deal.","['GENERAL', 'PRICE']",positive
653,I still see the benefits of a PC when I do not know how to do something on my mac.,[],na
654,"But let me tell you, the mac book pro is so professional.",['GENERAL'],positive
655,Its very nice and once you learn the features you will be so happy to have such a sophisticated computer.,"['GENERAL', 'DESIGN_FEATURES']",positive
656,"For example, when my husband turns the light out while I'm on the computer. the screen brightness automatically adjusts.",['DISPLAY'],positive
657,The keyboard is like no other laptop keyboard.,[],na
658,It is VERY easy to type on and feels great - besides the added feature that the keyboard is lighted.,"['KEYBOARD', 'KEYBOARD', 'KEYBOARD']",positive
659,"Oh, it is such a great piece of equipment.",['GENERAL'],positive
660,"One suggestion I do have, is to not bother getting Microsoft office for the mac expecting it will work just like you knew it to on a PC.",[],na
661,"Its Office compatible, but the features and its functioning is all new again so you might as well save the money and just learn the pre installed mac programs.","['SOFTWARE', 'SOFTWARE', 'SOFTWARE']",mixed
662,Having someone give you a quick tour of how to's is the best.,[],na
663,So you don't get frustrated the first few weeks.,[],na
664,"I get a ton of compliments on its size, and speaking as someone who regularly commutes on a bus, I can attest to the fact that this is the perfect size computer if you're restricted to the width of your body for computing room.","['DESIGN_FEATURES', 'PORTABILITY']",positive
665,Very long-life battery (up to 10-11 hours depending on how you configure power level settings).,['BATTERY'],positive
666,"I upgraded the memory and replaced the base Windows 7 Starter to Win 7 Home, and it runs just fine.","['USABILITY', 'OPERATION_PERFORMANCE']",mixed
667,"I play a lot of casual games online, and the touchpad is very responsive.",['MOUSE'],positive
668,"The only thing I wish this had was the option to turn off the touchpad with a button like my big 16"" laptop does.",[],na
669,"I wouldn't play a first-person shooter with this, mind, but if you wanted to run MS Office, email, chat, download a video, listen to music from a certain fruit-named music store, and were looking for a highly portable yet powerful netbook to do that all in, I'd highly recommend checking this out.","['PORTABILITY', 'OPERATION_PERFORMANCE', 'MISCELLANEOUS']",positive
670,The downside to this netbook is pretty much the same for any netbook: screen size is not something I'd stare at for the entire 10-11 hours of battery life five days a week.,['DISPLAY'],negative
671,Additional caveat: the base installation comes with some Toshiba-specific software that may or may not be to a user's liking.,['SOFTWARE'],neutral
672,I have used both PCs and Macs and I have to say that I really really love my Mac Book Pro.,[],na
673,"While most people say that PCs hold functionality and value and Macs are just pretty to look at, I think there's something to be said about the simplicity of Macs.",[],na
674,Everything from the design to the OS is simple and to the point.,"['DESIGN_FEATURES', 'OS', 'GENERAL']",positive
675,LOVE IT LOVE IT LOVE IT!,['GENERAL'],positive
676,It really is perfect for work and play.,['MISCELLANEOUS'],positive
677,I am able to play 720p and 1080p media files just fine with it.,['MISCELLANEOUS'],positive
678,Everything I have tried has worked and I never have to carry the wall charger cause the battery is so awesome.,"['OPERATION_PERFORMANCE', 'BATTERY']",positive
679,"The only thing that isn't perfect about this netbook is the speakers, they are not loud at all but I expected that.",['MULTIMEDIA_DEVICES'],negative
680,"I upgraded it's RAM to 2GB, I am very happy with it.","['GENERAL', 'MEMORY']",mixed
681,lots of preloaded software.,['DESIGN_FEATURES'],neutral
682,"the only problem is that i had to add 1 gb RAM, the computer was kinda slow.","['MEMORY', 'OPERATION_PERFORMANCE']",negative
683,"tosiba has a good reputation, my llast computer was an acer.",['COMPANY'],positive
684,this is starting off good.,['GENERAL'],positive
685,What a great little laptop.,['GENERAL'],positive
686,Maybe not the cutting edge (Satellite L455D) but it is a workhorse.,"['DESIGN_FEATURES', 'OPERATION_PERFORMANCE']",mixed
687,I bought it to use in college and it is perfect.,['MISCELLANEOUS'],positive
688,I dual boot with Linux and that other security-prone OS and it performs flawlessly.,['OPERATION_PERFORMANCE'],positive
689,I made a perfect decision when I bought the Toshiba!,"['GENERAL', 'COMPANY']",positive
690,Excellent product for the money.,"['GENERAL', 'PRICE']",mixed
691,"No problems, no lock ups, no disappointments.","['OPERATION_PERFORMANCE', 'GENERAL']",positive
692,"Not super fancy, but not super expensive either.","['DESIGN_FEATURES', 'PRICE']",neutral
693,"Have had many higher priced computers crash and burn long before ever got to use all that great memory and speed, etc.",[],na
694,Highly recommend for daily use.,['MISCELLANEOUS'],positive
695,"We now own two of these, identical.",[],na
696,As an owner of a Toshiba Satalite laptop computer things you should know before you buy.,[],na
697,The Computer itself is a good product but the repair depot stinks.,"['GENERAL', 'SUPPORT']",mixed
698,I have had to send in my laptop three times to get it fixed.,['SUPPORT'],negative
699,Two of the times was in one month.,[],na
700,I had in the past a Dell laptop and they sent me the items it needed or they sent a repair technician to my house to fix it.,[],na
701,Toshiba does not send any one out unless you have paid extra to have the on site repair done.,['SUPPORT'],negative
702,I would tell the technician I knew exactly what was wrong with it but they did not listen and I had to go through a bunch of junk to get them to tell me I needed to send the computer in.,['SUPPORT'],negative
703,This computer that I have has had issues with the keyboard where it lost half the keyboard functions.,"['KEYBOARD', 'KEYBOARD']",negative
704,As well as having the plug in the computer come loose.,['POWER_SUPPLY'],negative
705,This has happened three times so far.,[],na
706,Two times with in one month.,[],na
707,"I am not one to throw things like this around but it is a laptop so carrying it around does seem to mean it will be jerked possibly a little, while driving a car and carrying it into where ever you are using it.",[],na
708,So having the AC plug go out on me and get lose or I could actually here it inside my computer on two of the three times is not good.,['POWER_SUPPLY'],negative
709,It still seems to be a little lose now but so far seems to be hanging in there.,['POWER_SUPPLY'],negative
710,The Mac Book Pro performs flawlessly.,['OPERATION_PERFORMANCE'],positive
711,"Never had a single problem, and don't have to worry about viruses.","['GENERAL', 'QUALITY']",positive
712,"While I mostly use it for email, internet and gaming, I'm confident all other applications live up to the high standard I've come to appreciate from Mac laptops.",['MISCELLANEOUS'],positive
713,Worth the investment and truly a fine piece of equipment.,['GENERAL'],positive
714,"Right out of the box, this little netbook did everything I asked of it, including streaming the everyday video you're bound to encounter checking mail and websites (my biggest complaint previously).","['GENERAL', 'MISCELLANEOUS']",positive
715,"It even has a great webcam, and Skype works very well.","['DESIGN_FEATURES', 'MULTIMEDIA_DEVICES', 'SOFTWARE']",positive
716,The fact that you can spend over $100 on just a webcam underscores the value of this machine.,['GENERAL'],positive
717,"The Windows 7 Starter is, in my opinion, a great way to think about using your netbook: basics, basics, basics.",['OS'],negative
718,"I wiped nearly everything off of it, installed OpenOffice and Firefox, and I am operating an incredibly efficient and useful machine for a great price.","['OS', 'PRICE', 'OPERATION_PERFORMANCE', 'GENERAL']",mixed
719,"This netbook is a perfect supplementary computer to another laptop or desktop (my wife and I have another laptop), or if you are a user who uses the computer for simple tasks.",['MISCELLANEOUS'],positive
720,"I use this for my tutoring business, and since I'm always bouncing from student to student, it is ideal for portability and battery life (yes, it gets the 8 hours as advertised!).","['PORTABILITY', 'BATTERY']",positive
721,"Finally, I should note that I took the 2GB RAM stick from my old EeePC and installed it before I even powered on for the first time.",[],na
722,"ASUS has done an outstanding job of evolving their netbooks, and I would recommend this to anyone who both understands their needs and how netbooks can fit them.","['GENERAL', 'COMPANY']",positive
723,little short on RAM but you get what you pay for.,['MEMORY'],neutral
724,"the hinge design forced you to place various connections all around the computer, left right and front.","['DESIGN_FEATURES', 'USABILITY']",negative
725,"the headphone and mic jack are in front of touch-pad making the touch-pad hard to use when using headphones/mic, not to mention the laptop was designed for right handed person.","['PORTS', 'MOUSE', 'DESIGN_FEATURES', 'USABILITY']",negative
726,Cords coming out the right for power plus cords coming out front for headphones/mic plus network connection on left make for a very messy setup with cords going every direction.,"['DESIGN_FEATURES', 'USABILITY']",negative
727,"I love windows 7 but i can't give Toshiba any credit for that, unless y'all get serious about ergonomics and making required connections less obtrusive i will be looking to different manufacturer next time.","['OS', 'USABILITY', 'DESIGN_FEATURES', 'COMPANY']",mixed
728,I was happy with My purchase of a Toshiba Satellite L305D-S5934 laptop until it came time to have it repaired under the Toshiba Warranty.,"['GENERAL', 'SUPPORT']",mixed
729,The computer was shipped to their repair depot  on june 24 and returned on July 2 seems like a short turn around time except the computer was not repaired when it was returned.,"['SHIPPING', 'SUPPORT']",mixed
730,I called their repair depot as was told they would send Me a new box to return the computer to the repair depot.,[],na
731,They were totally unconcerned that the computer was not correctly repaired in the first place.,['SUPPORT'],negative
732,The computer is currently in West Verginia doe to the method of shipping choosen by Toshiba.,['SHIPPING'],negative
733,The computer could have been shipped by Priority Mail through the USPS for the same cost and arrived by Noon on Tue.,['SHIPPING'],negative
734,Instead it is sitting in West Verginia waiting for UPS to take two days to send Me a box and Two days for them to ship the computer some 691 miles by air? to Louisville Ky.,['SHIPPING'],negative
735,By Air sounds more like by truck to Me.,[],na
736,And Toshiba is totally unconcerned.,['SUPPORT'],negative
737,The reaction of Toshiba is there is nothing you can do about it so just sit back and except the fact that you are powerless and it is mind over matter.,['SUPPORT'],negative
738,We don't Mind and You don't Matter.,['SUPPORT'],negative
739,I would not recommend the purchase of this modle of Toshiba Computer or any Toshiba product for that matter.,"['GENERAL', 'COMPANY']",negative
740,When it come time for warranty service to Toshiba you don't matter.,['SUPPORT'],negative
741,Windows Vista makes this computer almost unusable for online service.,"['OS', 'USABILITY']",negative
742,I've tried going back to XL but there still problems.,['USABILITY'],negative
743,The technical service for dell is so 3rd world it might as well not even bother.,['SUPPORT'],negative
744,Just a bunch of idiots who's English as a 5th language is forced at best.,['SUPPORT'],negative
745,I'm all for saving money but Dell needs to step it up.,['COMPANY'],negative
746,Good price.,['PRICE'],positive
747,Basic computer.,['MISCELLANEOUS'],neutral
748,Didn't work when shipped from Walmart.com but went into a store and exchanged for a working laptop (same make/model).,['MISCELLANEOUS'],neutral
749,It has worked fine.,['OPERATION_PERFORMANCE'],positive
750,Handles all my basic media needs easily.,['MISCELLANEOUS'],positive
751,Can listen to my music and watch my videos with ease and with a great display.,"['DISPLAY', 'USABILITY']",positive
752,It is speedy when connected wirelessly to any network regardless if the connection is weak or not.,"['OPERATION_PERFORMANCE', 'CONNECTIVITY']",positive
753,It's a great prodcut to handle basic computing needs.,['MISCELLANEOUS'],positive
754,I've had this laptop for about a month now.,[],na
755,It has served my needs quite nicely for the most part.,['GENERAL'],positive
756,"The 2 GB of RAM is plenty, able to run Windows 7 and at least 2 or 3 other programs with next to no slowdown.","['MEMORY', 'OPERATION_PERFORMANCE']",positive
757,"The ATI graphics card is a huge plus, definitely a good value if you need to be able to run some slightly older games that a Intel built-in card would have trouble with, such as Half-Life 2 or even World of Warcraft.",[],na
758,My one complaint with this laptop is that I've noticed an electronic fuzz sound coming out of the headphone jack when headphones are plugged in.,['PORTS'],negative
759,"This is likely due to poor grounding and isolation between the components, and I'm hoping that it can be fixed with a ground loop isolator, but I still expected better product quality for this price range.","['HARDWARE', 'PRICE']",negative
760,"Other than that, I would recommend this to someone in need of a cheap laptop with semi-decent gaming capabilities.","['PRICE', 'MISCELLANEOUS']",mixed
761,Let me start with the good:So awesome.,['GENERAL'],positive
762,"Great OS, fabulous improvements to the existing line bumping up the processor speed and adding the thunderbolt port.","['OS', 'CPU', 'DESIGN_FEATURES']",positive
763,This is my second MacBook.,[],na
764,"The first one I had was a 2006 model, not the Pro.",[],na
765,I fell in love with it.,[],na
766,This one has had the same effect.,['GENERAL'],positive
767,"I had upgraded my old MacBook to Lion, so I kind of knew what I was getting, but hadn't been able to enjoy some of the awesome new multi-touch features.",[],na
